run_id,budget,performance,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.learning_rate,hp_config.learning_starts,hp_config.tau,seed
40,50000,0.006615536625312,0.1952595828333363,1024,0.5483678905765531,1.925560232970408e-07,False,55587,0.0041767471318871,817,0.905003948971948,9
41,50000,0.0085045869076558,0.693124769989315,1024,0.3344431975415477,6.079854886425404e-06,False,29580,6.348836053912125e-06,1631,0.9595749370048704,9
42,50000,0.0423297546686712,0.4635574389874424,512,0.859145417751619,1.932490051190406e-07,False,69525,0.0127009323702527,1862,0.8173685805808831,9
43,50000,,0.1678203188144663,512,0.4044499160334803,2.058565832099232e-09,True,31801,0.0175869910324874,68,0.9593928946448388,9
44,50000,0.0003911140090104,0.3618151599872103,512,0.0261652176568708,8.436486699792776e-09,True,111588,3.148289428715468e-06,1936,0.8707936452411659,9
45,50000,0.0071035157912766,0.4596207729384762,256,0.2404166879862662,1.1812002559109015e-06,True,2880,0.0001393088196455,139,0.2594215783636319,9
46,50000,,0.228949306192623,256,0.1397446789031051,1.148632537602404e-09,True,74608,0.0743500156187124,2029,0.4149635544193309,9
47,50000,0.0374347860683069,0.1713248817861393,512,0.4954022930832498,8.852152486073096e-05,True,94210,2.7668937774293383e-05,494,0.6658795258173492,9
48,50000,0.0007767614977469,0.2536025531410548,512,0.5221354320302659,1.3196080073784377e-07,False,35176,0.0034109356907562,850,0.3669401048810333,9
49,50000,,0.8303703454101804,1024,0.0555472377784239,1.4559114587032276e-08,True,97986,0.0846169053805164,1985,0.9058988620944276,9
50,50000,0.0026659159545665,0.3035907024133896,1024,0.2569258406458867,3.384782558228126e-09,False,28795,0.002810873656922,119,0.7334020081362014,9
51,50000,0.0046662852388193,0.8829030102105013,256,0.3852663271166542,7.438423769060704e-08,False,29317,7.232117862092298e-06,920,0.3114237233035463,9
52,50000,,0.8407972310360659,256,0.5073655629143689,5.163188710850394e-05,False,104211,0.0502398630380172,1538,0.7025793096225038,9
53,50000,0.1188889096719739,0.9682859109381848,1024,0.457303465843062,2.2612516195675223e-09,True,19150,0.0001223015254542,269,0.6080766259806731,9
54,50000,,0.3889799785662756,1024,0.9681167250805168,5.425309371740804e-07,True,71485,0.0304653232912811,833,0.5565574939250512,9
55,50000,0.1112246668636566,0.2789362399300844,512,0.4076964000258026,1.7460928156081742e-08,False,37952,7.331187371456399e-05,1075,0.7530890726996976,9
56,50000,0.0027851746992015,0.3401723911333625,1024,0.8636953613675433,1.7516667240736791e-09,True,54103,3.335334868425521e-06,714,0.7426965503615057,9
57,50000,99.89999998001856,0.6837093363313976,512,0.7134231186951222,1.0583234880251698e-08,True,81481,0.0248985361854159,1113,0.2898726544360812,9
58,50000,0.0002637126783977,0.0399329054259227,1024,0.0178052624733559,7.301218559696038e-08,False,110734,2.8020296413110037e-06,831,0.0340700677130561,9
59,50000,0.0107969064634069,0.3491848744981744,512,0.2862772687463124,1.1187930201942753e-08,True,69690,0.0029946772925411,1376,0.9493724105133023,9
60,50000,0.052262954904272,0.0126761817545676,512,0.6043883147266632,8.784115748481971e-07,False,3031,0.0030367717697695,1667,0.5147091246553683,9
61,50000,0.0032535507189956,0.3406252209008411,1024,0.1062704963761003,1.6224756536956584e-07,False,83588,2.8472700519598926e-06,466,0.4161985470632244,9
62,50000,0.0267485133558894,0.6270617262899293,1024,0.6226379065589627,4.648441338184726e-09,False,104746,0.0003262900314131,1889,0.5459669858195644,9
63,50000,0.0001789844334827,0.9240730072102716,1024,0.9686035461913544,3.971129537421178e-05,True,21817,8.824160230787782e-05,1950,0.3070286302811703,9
64,50000,0.1399929070887039,0.168862967448725,1024,0.4519304713283709,3.462405841284064e-05,True,79681,0.0001589713140643,156,0.6994985132059756,9
65,50000,0.0326271595460262,0.2549247679837621,256,0.0693448552670775,2.020192178500534e-09,False,89053,0.030925147952868,1378,0.5336505297405744,9
66,50000,0.0166016068083579,0.3114019007039045,1024,0.3685671683499955,2.2555099436460487e-07,True,117565,7.4695068001201985e-06,672,0.6835451793548515,9
67,50000,0.007677195828221,0.0725755421552443,512,0.4828700378476519,2.630267288203582e-08,True,62239,6.912543904104064e-05,935,0.3441026079465975,9
68,50000,0.0193645470155903,0.9707887566600178,256,0.1058359136465904,5.21145082277636e-08,False,79450,9.689106639709784e-05,2047,0.3583740662311122,9
69,50000,0.0006761282576177,0.7241926012803529,512,0.8149233246149861,7.605509572205407e-05,False,91989,0.0030991485180611,687,0.1562087224246403,9
70,50000,0.007637378893299,0.0720096430292116,256,0.4379586663694856,4.073628009864993e-07,False,115092,3.860134186385562e-06,219,0.5937977757834152,9
71,50000,0.005890665965362,0.7479440932078201,1024,0.9364737594146206,8.26287554154323e-05,True,46275,5.483317373283115e-06,1403,0.6601943388564288,9
72,50000,,0.8634419698926952,256,0.5027991387470884,8.042844059367987e-07,True,21134,0.0198565677581011,119,0.4759146948788921,9
73,50000,0.0259130821381568,0.1246756612878764,512,0.9801627030788862,1.3138075923445197e-07,False,14981,2.271226170750163e-05,827,0.4058140186092374,9
74,50000,0.0484707338251173,0.6746696438834516,512,0.7166291997259162,1.5701259671344384e-06,True,52393,0.0011820572174065,143,0.8241826709721334,9
75,50000,0.0811125107713458,0.6568869495025006,1024,0.5415537710715665,3.567677216626054e-09,True,49254,4.029164048971872e-05,61,0.7398817001705126,9
76,50000,,0.1186866134818756,512,0.7061853215025437,1.4925593681314338e-06,False,13314,0.0216688466214924,59,0.5395676863778132,9
77,50000,0.2664894627654967,0.4102011817598662,512,0.3714488782894097,8.970870237371808e-09,True,62671,0.0163638056728078,764,0.2306351798348304,9
78,50000,7.727475816947e-05,0.0897266834371256,256,0.2291824818298445,3.16278961851893e-09,True,8894,2.128258301351328e-06,1754,0.1704990581017449,9
79,50000,0.0040774384458224,0.5640855817652135,1024,0.4618454696856759,5.845805873649745e-09,True,52539,0.0004376938514839,716,0.7836648042323148,9
80,50000,0.0142199904442513,0.7535114323678345,1024,0.0386630235366909,3.009237436624524e-05,True,105530,0.002843962599664,2023,0.7616896271995014,9
81,50000,0.0015344959402365,0.3708991797368187,512,0.3826252636424077,6.676658757453893e-08,True,60033,0.0025627115447202,568,0.5291360129664477,9
82,50000,0.0007623549024525,0.1262064912288516,256,0.0563382911650668,7.139326007199909e-05,True,22270,0.0011596682462617,166,0.883077538065864,9
83,50000,0.0001504480855678,0.7224239562638652,1024,0.5125591917683572,3.1770087854489415e-08,False,111770,0.0004016124673108,547,0.8786248012823784,9
84,50000,0.051335433517309,0.3781995610273367,256,0.2552081722673928,3.900924508940752e-08,False,55575,0.0001670846060607,688,0.8818713418166088,9
85,50000,0.0134022011060971,0.9455765091709876,1024,0.3829738542913768,6.772316215290012e-05,False,81415,1.67666924082376e-05,443,0.1743873462760332,9
86,50000,0.0123929897509305,0.9235290441231118,256,0.4585633029943897,2.949776897556823e-07,False,101468,4.958650576520324e-06,874,0.8444263389571026,9
87,50000,0.0025427597035745,0.8198529726982801,256,0.1648195153792833,3.3188945809196534e-08,True,51549,3.452140999395278e-06,1164,0.2540913704130445,9
88,50000,0.0050431954300006,0.6004687346961265,256,0.976125029734348,4.6005104261986e-05,True,29837,1.7864508177416753e-05,990,0.0495928738817098,9
89,50000,0.0928583991680158,0.6433080550143757,512,0.3836325068629984,1.11384525078537e-05,False,114567,5.750176858031004e-05,1839,0.772267514387588,9
90,50000,0.0208859904879077,0.3638504050787659,512,0.2956842580751786,2.3550470355052524e-05,True,26298,8.225578671089264e-06,825,0.7477806304318079,9
91,50000,,0.5316383745616585,512,0.0105405052480256,1.3397032988727498e-07,True,25801,0.0459165970981537,441,0.8597542622479198,9
92,50000,0.0191586899328316,0.8048644378457209,256,0.609654837697576,3.787122554838455e-09,False,76867,0.0114734177978737,982,0.915714456955049,9
93,50000,0.1113187560241269,0.0588554573205553,256,0.7179020714905153,1.231816618095908e-07,True,13779,0.0122094347237593,969,0.8834608351999164,9
94,50000,0.0261461050889321,0.7359562429735588,512,0.3797759040141268,3.78609697244272e-07,False,88743,1.0611207846648248e-06,1422,0.9203123328367624,9
95,50000,,0.7133512019094467,256,0.4886829461531841,5.030140197017767e-09,True,112519,0.0413548583680031,579,0.3462347337245371,9
96,50000,,0.604210739449981,1024,0.1563233207247365,1.9256760029950365e-08,False,59547,0.031246793775536,380,0.5373419015966471,9
97,50000,0.0791587132654502,0.3330069363228786,256,0.4524081943067371,1.4634815291724912e-07,True,109884,0.0045574396580121,1490,0.2970143150960359,9
98,50000,0.0064323817435315,0.581932330073672,1024,0.797634464857781,5.280223477371337e-08,False,88578,5.099556737691156e-06,1774,0.4469082554786067,9
99,50000,0.0015490421607592,0.4915463443997788,512,0.5721675414627324,1.275986962107645e-06,True,104151,0.0013761753704779,822,0.4225248393396238,9
100,50000,0.0024542911304736,0.8127302289776619,512,0.2193402478245894,1.981143527988653e-09,False,110309,3.986583921198439e-06,685,0.1836183488200914,9
101,50000,0.0024483996912871,0.1247394841376209,1024,0.0663084865539019,7.987820874789332e-05,True,103757,0.0006800338560344,753,0.3489189528589063,9
102,50000,0.018468766977004,0.7597905018053317,256,0.6607457274509704,3.860383205623659e-07,True,108241,0.0005932329882622,1694,0.7283177987604745,9
103,50000,0.0013180093358975,0.0481716735984083,1024,0.2247015475901302,3.2790514744005825e-05,True,40651,3.1525699833089974e-06,974,0.8218222115110543,9
104,50000,1.769033397567197e-05,0.3052054860664334,256,0.3369643653399302,1.1732774117614168e-05,True,28074,2.209326096525351e-06,1445,0.4012809111009734,9
105,50000,,0.3177315773718828,1024,0.3426177669168527,4.353678609464084e-06,False,26920,0.0739764496219292,332,0.2979324975901751,9
106,50000,0.000580433264938,0.1879973379252062,512,0.4852602789425481,4.0820596345846875e-07,False,106847,1.2604316614285352e-05,1276,0.1203810967257284,9
107,50000,,0.4643801615802476,256,0.3233357379990703,2.5877433938211175e-07,False,9255,0.0248809345285397,1505,0.1847343950001695,9
108,50000,0.0894193182828864,0.9397692999964968,512,0.9998104923357956,9.689410856035663e-09,False,35556,3.3179343370147984e-05,1211,0.922501876202125,9
109,50000,0.0180550987398713,0.8072112170233833,1024,0.5635820442806851,4.0878270988320966e-05,True,104989,0.0147879583725555,438,0.7735132083362511,9
110,50000,0.0193727270228563,0.0220494453738261,256,0.2372717702450303,3.422274115096772e-07,False,12645,0.0003755009237131,1922,0.236360085473116,9
111,50000,,0.6803697326703099,512,0.0199630586995323,2.3940376676375493e-07,False,6256,0.0249808617052758,1065,0.0403544378424607,9
112,50000,0.0005369552194403,0.2321694758016318,1024,0.5864965357215347,3.4463774408743556e-09,True,55361,1.2727712196749383e-06,843,0.4945640490803512,9
113,50000,,0.2512410965284198,512,0.7557077183962551,1.5106752725446107e-08,False,77124,0.0552969917566455,1594,0.849861817092106,9
114,50000,,0.4955157093519124,256,0.9958571400300388,4.433827627649583e-09,True,9125,0.0523907103255128,1977,0.7221951713839339,9
115,50000,0.0835495660210939,0.3564929151938672,256,0.2726502912916769,4.329822840734442e-09,False,17896,3.834010807611824e-05,1284,0.7302681734948423,9
116,50000,0.0323024252496018,0.0340299775758406,512,0.6556033488937176,1.845992281413648e-05,True,116337,2.1289366461807777e-05,27,0.4889153360547188,9
117,50000,0.0199932428848307,0.2635526570698178,1024,0.2404449454593009,3.5739304066719995e-08,False,86109,0.0006169588285713,1444,0.4244504949343262,9
118,50000,,0.0152569471385211,256,0.5161095696979497,2.6088847767236542e-09,True,115898,0.0197248267932046,311,0.0106575764043024,9
119,50000,,0.9422511174358588,256,0.1940386268269425,2.8677450523488497e-06,True,32511,0.0750712074358321,1310,0.5254710135677281,9
120,50000,0.0006643064334922,0.4039394286865884,1024,0.1495479017584568,6.865766198061737e-05,False,74510,1.638818855157814e-06,1436,0.914151497476626,9
121,50000,0.1636119375072248,0.5293312968038397,512,0.1290745715296749,5.949843200644358e-06,False,12951,0.0062362393282393,34,0.9673843688964472,9
122,50000,,0.6189074404287452,512,0.3029903352530385,4.430557302326964e-05,True,99554,0.0842448568536437,1605,0.5238000211825674,9
123,50000,0.0009503095993116,0.0754135212131552,512,0.4438733875019865,1.0327143361314169e-08,True,43588,6.582961357521019e-06,904,0.2701719567612441,9
124,50000,,0.5268417964754417,256,0.9071691055894112,1.2073175885331704e-05,False,102369,0.0648597647387402,226,0.6345234903257058,9
125,50000,4.821653889153363e-05,0.998014060926302,1024,0.6072897623678372,4.366207308421953e-09,False,1269,9.875444971304912e-06,1959,0.3371361668768154,9
126,50000,0.0003795958417817,0.642006204719179,256,0.9483436682404736,4.393328216743564e-06,True,95225,3.4739824680049857e-06,803,0.2290059464542764,9
127,50000,0.1334966986586187,0.6868891828032858,256,0.4030555739598473,2.4168441788266185e-08,False,42653,0.0034044964709782,50,0.6376470520928484,9
128,50000,0.0035290750629033,0.2382655767968818,256,0.8022530475476883,5.9957286533307344e-05,True,99394,3.3109619503307744e-06,1299,0.7535219765395696,9
129,50000,0.0126931560704013,0.1644181487541119,512,0.8937800926064917,3.295279960044413e-09,True,71290,0.0001505420073393,1636,0.9242209828220656,9
130,50000,0.3175954386997852,0.3061621080983779,512,0.4914093654660217,8.724836599977913e-07,False,83990,8.866302342342756e-05,540,0.9451794612379028,9
131,50000,0.0857427314866379,0.1441929487774213,1024,0.9261410750395164,2.1053675877943742e-06,True,24699,6.87664510073979e-05,1448,0.6530388819335439,9
132,50000,0.0017337428151469,0.9286964049323744,1024,0.8179892447437047,3.60789904494928e-05,True,44988,7.933585727475693e-05,1148,0.6715360472473433,9
133,50000,2.2830843047425797,0.2938495162099904,256,0.4052301598213302,3.4885085985280664e-08,False,106707,0.0200241178090306,1337,0.3508462730519495,9
134,50000,0.0319986629773651,0.5533607747253116,1024,0.1076242650355829,1.0124519036102302e-05,True,98159,0.0109098560617554,104,0.6308891043472397,9
135,50000,,0.5074285435697682,256,0.1568951483006019,7.350140322473648e-06,False,117978,0.0815152540565358,2033,0.1274293631821082,9
136,50000,0.0015894844528723,0.9388735755943226,256,0.4636301371610259,6.123966116477999e-06,True,68402,8.493442307178191e-06,214,0.1253930263053025,9
137,50000,5.387744634568573e-06,0.3640626444997366,256,0.4306053819896726,2.094042662371433e-06,True,11231,2.0579949755022792e-06,569,0.1776195636381647,9
138,50000,,0.9654440234857896,256,0.8074078130309466,8.521964264151084e-07,False,61949,0.0722462618047948,745,0.7900365934443375,9
139,50000,0.0510549939448614,0.55974116639229,512,0.9559112739727232,9.807986215994649e-07,True,50701,0.008089257093238,1421,0.9171769265382084,9
140,50000,0.058666487935803,0.266783610300105,1024,0.4652764553205757,7.379870395119786e-07,False,117536,0.0203214559247727,735,0.8888238273700466,9
141,50000,0.002974002458555,0.6422230858649989,512,0.0453852556754789,7.089908346523551e-06,False,94562,0.0054968514020296,1626,0.3076446471097991,9
142,50000,0.0036084223925527,0.8027906130769547,512,0.4785929384446518,2.374813828243634e-06,True,13197,2.8899266891631756e-05,2014,0.1483483210763054,9
143,50000,0.1857132572513899,0.3372903377516182,256,0.337956191489799,3.9960547747044494e-08,False,101577,8.20013677333011e-05,50,0.8327208028554244,9
144,50000,0.0001793485197123,0.6639308153730947,256,0.9961105583000852,3.170787862774181e-09,False,36034,0.0001502336890396,1629,0.6807332724340702,9
145,50000,0.0004517070538649,0.9384857306995988,512,0.1068320598642622,2.6412032087010367e-05,False,85720,1.8563836586786048e-06,811,0.1757614612649438,9
146,50000,0.0395159838662061,0.8236848693237903,1024,0.8842468213459439,6.805742835102863e-05,False,119314,0.0011853577150869,76,0.0241089999987929,9
147,50000,,0.3486828364517508,1024,0.8674733592614837,6.368873810849634e-05,True,6326,0.036848344578061,625,0.5624075266035363,9
148,50000,0.0080575648034308,0.9826204341707028,512,0.6692126843267415,1.010177795527712e-07,False,63809,1.5403367954345064e-05,555,0.2654786204130231,9
149,50000,0.1130779652933731,0.5369971249759752,1024,0.9497871010427108,2.9541794680879475e-06,False,21122,7.418449165182538e-05,847,0.6895164277004683,9
150,50000,0.0004039888757575,0.3029330566131049,256,0.3623302630944594,1.1259274510312671e-05,False,9980,2.461673771898079e-06,760,0.7689251401000967,9
151,50000,0.0006590113652957,0.6917965922138938,1024,0.7695379653935559,2.7274924961264284e-08,False,65670,0.004990711968142,1960,0.2852100453475112,9
152,50000,6.812266425177875e-05,0.7953488560294777,512,0.5844354921548255,7.488570051551565e-06,False,5389,5.457585052098514e-06,1549,0.0929534393809837,9
153,50000,0.0140382528232101,0.5209624637336822,256,0.2815527468043239,3.2299991996741583e-06,True,104928,0.0001668763441107,1029,0.544647484056755,9
154,50000,0.0549897802212274,0.649088851633699,512,0.1100964156578564,3.9074612813472793e-08,True,67191,3.8917340557103175e-05,1963,0.966076935200478,9
155,50000,0.0471300731459141,0.623924621762559,512,0.9855247789214348,2.7315915222566125e-05,False,38334,6.725044161734593e-05,412,0.4922766456482009,9
156,50000,0.0184942077182106,0.9904648369181838,1024,0.1271659396792744,1.3364460952919035e-09,False,64934,1.0021885601999808e-05,1380,0.6477809461505217,9
157,50000,0.0300079412896364,0.1308647507681025,256,0.0694771846701253,1.120217542382694e-08,True,24014,0.0026750735641895,101,0.1108360690957343,9
158,50000,0.0249651396770593,0.1428319016975047,256,0.3057628077434215,1.8850328657697392e-08,False,119765,0.0004676162751386,1934,0.402644011004804,9
159,50000,,0.1156156223346863,512,0.3031664956805464,2.931128184272347e-07,False,55878,0.0474026433656195,1812,0.7049578192145352,9
160,50000,,0.4947880632409036,256,0.403043530109857,3.3266544907516347e-06,True,13396,0.0346331734198996,1452,0.6191236623687462,9
161,50000,0.0003007600624896,0.7945739165528274,1024,0.4886244081893131,2.546485789972814e-05,False,33332,0.0010907539614543,1078,0.5425663213603834,9
162,50000,0.1025513375795165,0.9382864630249164,256,0.9835996384522304,3.24082868374009e-05,True,98282,0.0070022074243864,1389,0.3266355504893227,9
163,50000,,0.2044864819027444,1024,0.8445435634370734,1.205768526097429e-09,False,53715,0.03093419192074,658,0.4794429641409855,9
164,50000,0.0042466582213783,0.5196194329948345,256,0.7157633796719173,1.420305358684654e-05,True,35692,1.549613558657973e-06,1959,0.6704971324967853,9
165,50000,0.0014258985180065,0.9645584152602336,512,0.8040478386566577,7.448518819541344e-08,True,46029,0.0019467521752248,736,0.9013637770881834,9
166,50000,0.0093543311777598,0.9834421163996536,256,0.2016870574984715,3.6412455169340926e-09,True,28119,0.0001713825505672,1714,0.2296057902048961,9
167,50000,0.0063185486696744,0.4990058031055792,1024,0.6705425597188082,9.781266656355534e-06,False,117676,0.000877628611925,93,0.2060029719403969,9
168,50000,0.0461674287798903,0.4107258926675765,512,0.7742115587348702,1.1626008322725585e-07,False,95000,3.857456046705681e-05,2006,0.6531599302834772,9
169,50000,0.0053132530840786,0.8821880801782699,512,0.7441870760808005,7.123940902783178e-06,False,18912,0.0006186102629919,877,0.9239274309620028,9
170,50000,0.1228889760945306,0.1140437473065092,1024,0.8766968108523633,2.339545025703889e-09,True,86397,0.004906340991484,1857,0.8018667812264878,9
171,50000,0.0227843303138192,0.3178210765406486,512,0.7047679053064955,4.922482794428326e-09,True,58256,3.099052928079058e-05,1767,0.5904145483054117,9
172,50000,0.0011764838375374,0.355178545741184,1024,0.8068296640686965,9.81238060761042e-05,False,50334,4.340046761897075e-06,1722,0.06916033878079,9
173,50000,0.0009541753196982,0.3567684952714056,1024,0.9611588087106496,1.5952287481577015e-06,False,6075,0.0003735955593427,1120,0.34669973866287,9
174,50000,0.0012980712877488,0.0779108664063455,256,0.3644040974925844,1.4986835230600744e-07,False,86971,3.873997769827797e-05,674,0.0294947262964666,9
175,50000,0.0008606888253989,0.0504661114930781,256,0.7428425476982071,1.385380759859518e-06,False,92507,0.0191795025263051,1475,0.9792208098108146,9
176,50000,0.0041410670299218,0.8998369671087992,512,0.59227609378626,1.483662779635327e-09,False,16678,0.0050319461309112,1682,0.3793239840121511,9
177,50000,0.0076219723984335,0.2048835341186606,256,0.751119945771282,1.8334439850169859e-07,False,109936,5.4065307916218325e-06,1883,0.4175101949133523,9
178,50000,5.2102702144156846e-05,0.3122143397983161,1024,0.9907451756803354,9.873271709586764e-09,False,13694,0.0017970907934422,1695,0.6876535610588269,9
179,50000,0.0001374901423855,0.4231598106419698,512,0.3991911910711829,8.882988297445423e-07,False,111561,1.852030357104987e-06,372,0.1211020726700056,9
180,50000,,0.2014012943592448,512,0.5114663657963976,1.4038028993395734e-06,False,106926,0.0881946388461734,1358,0.8469108734810853,9
181,50000,0.0008129595374617,0.7802584584554519,256,0.8769353475325737,1.6361220201470703e-09,True,33591,0.0002044031800427,1308,0.1107525638790993,9
182,50000,0.0507504513109849,0.6762800324964916,1024,0.1934597903835731,1.1902173428739373e-07,False,54778,0.0099804392261291,1968,0.8009636323680982,9
183,50000,0.0107424476808946,0.0872128896970663,1024,0.0759303689131956,1.5130452838995633e-08,True,24524,0.0004381024029884,1376,0.4756180695126806,9
184,50000,0.0005126637652854,0.9600986826389512,256,0.7655088279522451,2.243421576885033e-05,False,55303,0.0009570226885292,878,0.5596419435001357,9
185,50000,0.0649472835592234,0.4227646126075136,512,0.6983930034581345,2.912433818534213e-09,True,102297,0.0071678141143472,576,0.3834962433391026,9
186,50000,0.3684177401227159,0.9267662415621956,1024,0.6182028369798346,1.2807102755294911e-08,True,52333,0.0023074680496769,1697,0.8541621156848467,9
187,50000,0.0328443899674251,0.0424481422804297,256,0.345703642592629,8.78336751194254e-09,False,92334,0.0003838532322095,2014,0.1526179556799338,9
188,50000,3.497591709086393,0.9006551862943921,256,0.1715498884589795,3.02758260446416e-06,True,68346,0.0001262314823939,1492,0.9016684864207763,9
