Configuration,Score,Seed,Environment
6,-60.312134,5,box2d_lunar_lander_continuous
6,-59.251987,6,box2d_lunar_lander_continuous
6,-52.55072,7,box2d_lunar_lander_continuous
6,-63.890694,8,box2d_lunar_lander_continuous
6,-63.30614,9,box2d_lunar_lander_continuous
7,171.3361,0,box2d_lunar_lander_continuous
7,169.26213,1,box2d_lunar_lander_continuous
7,189.9578,2,box2d_lunar_lander_continuous
7,158.91025,3,box2d_lunar_lander_continuous
7,170.83777,4,box2d_lunar_lander_continuous
7,165.23993,5,box2d_lunar_lander_continuous
7,171.3253,6,box2d_lunar_lander_continuous
7,137.61008,7,box2d_lunar_lander_continuous
7,229.34332,8,box2d_lunar_lander_continuous
7,208.2445,9,box2d_lunar_lander_continuous
8,-119.87837,0,box2d_lunar_lander_continuous
8,-118.25653,1,box2d_lunar_lander_continuous
8,-115.32651,2,box2d_lunar_lander_continuous
8,-105.64755,3,box2d_lunar_lander_continuous
8,-138.2119,4,box2d_lunar_lander_continuous
8,-132.05864,5,box2d_lunar_lander_continuous
8,-138.54855,6,box2d_lunar_lander_continuous
8,-134.3891,7,box2d_lunar_lander_continuous
8,-126.62447,8,box2d_lunar_lander_continuous
8,-133.80946,9,box2d_lunar_lander_continuous
9,148.14368,0,box2d_lunar_lander_continuous
9,194.00282,1,box2d_lunar_lander_continuous
9,125.9389,2,box2d_lunar_lander_continuous
9,184.77425,3,box2d_lunar_lander_continuous
9,173.8216,4,box2d_lunar_lander_continuous
9,171.26588,5,box2d_lunar_lander_continuous
9,190.70236,6,box2d_lunar_lander_continuous
9,160.96231,7,box2d_lunar_lander_continuous
9,184.79218,8,box2d_lunar_lander_continuous
9,164.51321,9,box2d_lunar_lander_continuous
10,-70.201614,0,box2d_lunar_lander_continuous
10,43.829323,1,box2d_lunar_lander_continuous
10,-20.347277,2,box2d_lunar_lander_continuous
10,-28.290709,3,box2d_lunar_lander_continuous
10,-57.060207,4,box2d_lunar_lander_continuous
10,-76.34811,5,box2d_lunar_lander_continuous
10,-80.406784,6,box2d_lunar_lander_continuous
10,2.1535316,7,box2d_lunar_lander_continuous
10,8.832139,8,box2d_lunar_lander_continuous
10,-15.707638,9,box2d_lunar_lander_continuous
11,-145.93622,0,box2d_lunar_lander_continuous
11,-191.09991,1,box2d_lunar_lander_continuous
11,-162.50168,2,box2d_lunar_lander_continuous
11,-233.33261,3,box2d_lunar_lander_continuous
11,-128.69446,4,box2d_lunar_lander_continuous
11,-232.23366,5,box2d_lunar_lander_continuous
11,-100.197014,6,box2d_lunar_lander_continuous
11,-139.53601,7,box2d_lunar_lander_continuous
11,-72.04422,8,box2d_lunar_lander_continuous
11,-158.1419,9,box2d_lunar_lander_continuous
12,-622.68555,0,box2d_lunar_lander_continuous
12,-320.31024,1,box2d_lunar_lander_continuous
12,-576.0519,2,box2d_lunar_lander_continuous
12,-73.51935,3,box2d_lunar_lander_continuous
12,-573.3701,4,box2d_lunar_lander_continuous
12,-526.6168,5,box2d_lunar_lander_continuous
12,-593.26294,6,box2d_lunar_lander_continuous
12,-562.9679,7,box2d_lunar_lander_continuous
12,-568.84467,8,box2d_lunar_lander_continuous
12,-52.93602,9,box2d_lunar_lander_continuous
13,23.059166,0,box2d_lunar_lander_continuous
13,146.42178,1,box2d_lunar_lander_continuous
13,150.90463,2,box2d_lunar_lander_continuous
13,157.34187,3,box2d_lunar_lander_continuous
13,157.82516,4,box2d_lunar_lander_continuous
13,166.73293,5,box2d_lunar_lander_continuous
13,133.16553,6,box2d_lunar_lander_continuous
13,124.07247,7,box2d_lunar_lander_continuous
13,103.94197,8,box2d_lunar_lander_continuous
13,120.010925,9,box2d_lunar_lander_continuous
14,-184.15317,0,box2d_lunar_lander_continuous
14,-173.23709,1,box2d_lunar_lander_continuous
14,-190.33945,2,box2d_lunar_lander_continuous
14,-189.77898,3,box2d_lunar_lander_continuous
14,-158.83882,4,box2d_lunar_lander_continuous
14,-176.46622,5,box2d_lunar_lander_continuous
14,-152.12932,6,box2d_lunar_lander_continuous
14,-165.77916,7,box2d_lunar_lander_continuous
14,-165.21136,8,box2d_lunar_lander_continuous
14,-173.7058,9,box2d_lunar_lander_continuous
15,83.5558,0,box2d_lunar_lander_continuous
15,-172.22702,1,box2d_lunar_lander_continuous
15,-141.87787,2,box2d_lunar_lander_continuous
15,-73.450195,3,box2d_lunar_lander_continuous
15,-163.23154,4,box2d_lunar_lander_continuous
15,-110.474106,5,box2d_lunar_lander_continuous
15,-132.41415,6,box2d_lunar_lander_continuous
15,-139.67332,7,box2d_lunar_lander_continuous
15,-124.42377,8,box2d_lunar_lander_continuous
15,-113.36374,9,box2d_lunar_lander_continuous
16,-897.3629,0,box2d_lunar_lander_continuous
16,-702.9906,1,box2d_lunar_lander_continuous
16,-658.55115,2,box2d_lunar_lander_continuous
16,-680.6753,3,box2d_lunar_lander_continuous
16,-448.03857,4,box2d_lunar_lander_continuous
16,-964.57446,5,box2d_lunar_lander_continuous
16,-135.75371,6,box2d_lunar_lander_continuous
16,-797.5792,7,box2d_lunar_lander_continuous
16,-66.15564,8,box2d_lunar_lander_continuous
16,-897.13043,9,box2d_lunar_lander_continuous
17,155.0112,0,box2d_lunar_lander_continuous
17,141.92989,1,box2d_lunar_lander_continuous
17,151.66873,2,box2d_lunar_lander_continuous
17,160.40263,3,box2d_lunar_lander_continuous
17,149.91821,4,box2d_lunar_lander_continuous
17,157.46884,5,box2d_lunar_lander_continuous
17,115.347755,6,box2d_lunar_lander_continuous
17,136.04306,7,box2d_lunar_lander_continuous
17,142.18315,8,box2d_lunar_lander_continuous
17,126.20863,9,box2d_lunar_lander_continuous
18,-146.31302,0,box2d_lunar_lander_continuous
18,-148.61217,1,box2d_lunar_lander_continuous
18,-146.96254,2,box2d_lunar_lander_continuous
18,-150.20522,3,box2d_lunar_lander_continuous
18,-133.54025,4,box2d_lunar_lander_continuous
18,-154.34048,5,box2d_lunar_lander_continuous
18,-156.05716,6,box2d_lunar_lander_continuous
18,-145.44774,7,box2d_lunar_lander_continuous
18,-159.8837,8,box2d_lunar_lander_continuous
18,-142.1224,9,box2d_lunar_lander_continuous
19,205.78905,0,box2d_lunar_lander_continuous
19,188.18588,1,box2d_lunar_lander_continuous
19,130.74445,2,box2d_lunar_lander_continuous
19,193.02939,3,box2d_lunar_lander_continuous
19,138.83473,4,box2d_lunar_lander_continuous
19,72.199326,5,box2d_lunar_lander_continuous
19,129.65416,6,box2d_lunar_lander_continuous
19,171.01517,7,box2d_lunar_lander_continuous
19,173.49576,8,box2d_lunar_lander_continuous
19,154.97293,9,box2d_lunar_lander_continuous
20,-89.23738,0,box2d_lunar_lander_continuous
20,-124.12225,1,box2d_lunar_lander_continuous
20,-165.92725,2,box2d_lunar_lander_continuous
20,-124.300934,3,box2d_lunar_lander_continuous
20,-112.62034,4,box2d_lunar_lander_continuous
20,-44.096096,5,box2d_lunar_lander_continuous
20,-104.8795,6,box2d_lunar_lander_continuous
20,-60.123154,7,box2d_lunar_lander_continuous
20,-98.03218,8,box2d_lunar_lander_continuous
20,-69.03302,9,box2d_lunar_lander_continuous
21,-1449.0951,0,box2d_lunar_lander_continuous
21,-1346.3486,1,box2d_lunar_lander_continuous
21,-926.829,2,box2d_lunar_lander_continuous
21,-1377.6335,3,box2d_lunar_lander_continuous
21,-908.9605,4,box2d_lunar_lander_continuous
21,-1230.0242,5,box2d_lunar_lander_continuous
21,-1274.3052,6,box2d_lunar_lander_continuous
21,-1415.481,7,box2d_lunar_lander_continuous
21,-1415.8684,8,box2d_lunar_lander_continuous
21,-1939.4373,9,box2d_lunar_lander_continuous
22,-97.475525,0,box2d_lunar_lander_continuous
22,41.20189,1,box2d_lunar_lander_continuous
22,-94.97064,2,box2d_lunar_lander_continuous
22,-105.26921,3,box2d_lunar_lander_continuous
22,-82.86471,4,box2d_lunar_lander_continuous
22,49.73638,5,box2d_lunar_lander_continuous
22,31.25401,6,box2d_lunar_lander_continuous
22,-62.019062,7,box2d_lunar_lander_continuous
22,-35.580967,8,box2d_lunar_lander_continuous
22,43.17572,9,box2d_lunar_lander_continuous
23,-758.97095,0,box2d_lunar_lander_continuous
23,-1138.04,1,box2d_lunar_lander_continuous
23,-986.5538,2,box2d_lunar_lander_continuous
23,-1035.1772,3,box2d_lunar_lander_continuous
23,-1116.7655,4,box2d_lunar_lander_continuous
23,-152.79346,5,box2d_lunar_lander_continuous
23,-1091.8588,6,box2d_lunar_lander_continuous
23,-148.36053,7,box2d_lunar_lander_continuous
23,-740.8815,8,box2d_lunar_lander_continuous
23,-1092.1823,9,box2d_lunar_lander_continuous
24,-119.532776,0,box2d_lunar_lander_continuous
24,-59.21679,1,box2d_lunar_lander_continuous
24,-116.04311,2,box2d_lunar_lander_continuous
24,-78.02424,3,box2d_lunar_lander_continuous
24,-44.55623,4,box2d_lunar_lander_continuous
24,-17.757635,5,box2d_lunar_lander_continuous
24,-116.23957,6,box2d_lunar_lander_continuous
24,-44.158833,7,box2d_lunar_lander_continuous
24,134.99356,8,box2d_lunar_lander_continuous
24,-31.93329,9,box2d_lunar_lander_continuous
25,-243.73892,0,box2d_lunar_lander_continuous
25,-238.85133,1,box2d_lunar_lander_continuous
25,-560.2814,2,box2d_lunar_lander_continuous
25,-591.5033,3,box2d_lunar_lander_continuous
25,-645.95374,4,box2d_lunar_lander_continuous
25,-1054.5237,5,box2d_lunar_lander_continuous
25,-747.3733,6,box2d_lunar_lander_continuous
25,-158.60214,7,box2d_lunar_lander_continuous
25,-586.7899,8,box2d_lunar_lander_continuous
25,-605.4457,9,box2d_lunar_lander_continuous
26,-58.781708,0,box2d_lunar_lander_continuous
26,-58.693024,1,box2d_lunar_lander_continuous
26,-50.67839,2,box2d_lunar_lander_continuous
26,-57.083862,3,box2d_lunar_lander_continuous
26,-47.74413,4,box2d_lunar_lander_continuous
26,-45.388474,5,box2d_lunar_lander_continuous
26,-49.659245,6,box2d_lunar_lander_continuous
26,-48.768227,7,box2d_lunar_lander_continuous
26,-46.62766,8,box2d_lunar_lander_continuous
26,-44.048088,9,box2d_lunar_lander_continuous
27,-127.00103,0,box2d_lunar_lander_continuous
27,-147.68417,1,box2d_lunar_lander_continuous
27,30.460339,2,box2d_lunar_lander_continuous
27,-4.508955,3,box2d_lunar_lander_continuous
27,-139.62692,4,box2d_lunar_lander_continuous
27,-58.21225,5,box2d_lunar_lander_continuous
27,33.337128,6,box2d_lunar_lander_continuous
27,59.02201,7,box2d_lunar_lander_continuous
27,38.61628,8,box2d_lunar_lander_continuous
27,-109.86849,9,box2d_lunar_lander_continuous
28,-148.35115,0,box2d_lunar_lander_continuous
28,-151.6134,1,box2d_lunar_lander_continuous
28,-127.78311,2,box2d_lunar_lander_continuous
28,-129.4449,3,box2d_lunar_lander_continuous
28,-119.45998,4,box2d_lunar_lander_continuous
28,-125.14822,5,box2d_lunar_lander_continuous
28,-129.83778,6,box2d_lunar_lander_continuous
28,-103.86579,7,box2d_lunar_lander_continuous
28,-142.43616,8,box2d_lunar_lander_continuous
28,-124.990486,9,box2d_lunar_lander_continuous
29,195.13855,0,box2d_lunar_lander_continuous
29,100.334885,1,box2d_lunar_lander_continuous
29,121.04853,2,box2d_lunar_lander_continuous
29,186.74385,3,box2d_lunar_lander_continuous
29,29.549805,4,box2d_lunar_lander_continuous
29,103.78085,5,box2d_lunar_lander_continuous
29,209.0028,6,box2d_lunar_lander_continuous
29,166.04158,7,box2d_lunar_lander_continuous
29,211.66138,8,box2d_lunar_lander_continuous
29,193.38367,9,box2d_lunar_lander_continuous
30,-146.31302,0,box2d_lunar_lander_continuous
30,-133.01485,1,box2d_lunar_lander_continuous
30,-146.96254,2,box2d_lunar_lander_continuous
30,-150.20522,3,box2d_lunar_lander_continuous
30,-133.54025,4,box2d_lunar_lander_continuous
30,-154.34048,5,box2d_lunar_lander_continuous
30,-156.05716,6,box2d_lunar_lander_continuous
30,-145.44774,7,box2d_lunar_lander_continuous
30,-159.8837,8,box2d_lunar_lander_continuous
30,-142.1224,9,box2d_lunar_lander_continuous
31,80.453384,0,box2d_lunar_lander_continuous
31,157.67946,1,box2d_lunar_lander_continuous
31,135.57576,2,box2d_lunar_lander_continuous
31,125.2508,3,box2d_lunar_lander_continuous
31,69.654076,4,box2d_lunar_lander_continuous
31,130.15881,5,box2d_lunar_lander_continuous
31,117.509445,6,box2d_lunar_lander_continuous
31,157.22632,7,box2d_lunar_lander_continuous
31,100.524635,8,box2d_lunar_lander_continuous
31,116.707855,9,box2d_lunar_lander_continuous
32,-1017.12854,0,box2d_lunar_lander_continuous
32,-857.64136,1,box2d_lunar_lander_continuous
32,-1026.793,2,box2d_lunar_lander_continuous
32,-534.9448,3,box2d_lunar_lander_continuous
32,-623.54877,4,box2d_lunar_lander_continuous
32,-356.16818,5,box2d_lunar_lander_continuous
32,-844.07367,6,box2d_lunar_lander_continuous
32,-238.29399,7,box2d_lunar_lander_continuous
32,-374.00775,8,box2d_lunar_lander_continuous
32,-400.28152,9,box2d_lunar_lander_continuous
33,-719.4607,0,box2d_lunar_lander_continuous
33,-204.87143,1,box2d_lunar_lander_continuous
33,-916.2551,2,box2d_lunar_lander_continuous
33,-247.15027,3,box2d_lunar_lander_continuous
33,-194.02731,4,box2d_lunar_lander_continuous
33,-587.01917,5,box2d_lunar_lander_continuous
33,-286.92368,6,box2d_lunar_lander_continuous
33,-581.69586,7,box2d_lunar_lander_continuous
33,-1078.3091,8,box2d_lunar_lander_continuous
33,-1017.68445,9,box2d_lunar_lander_continuous
34,-152.90628,0,box2d_lunar_lander_continuous
34,-166.34775,1,box2d_lunar_lander_continuous
34,-144.49747,2,box2d_lunar_lander_continuous
34,-149.721,3,box2d_lunar_lander_continuous
34,-171.35034,4,box2d_lunar_lander_continuous
34,-161.47464,5,box2d_lunar_lander_continuous
34,-150.16275,6,box2d_lunar_lander_continuous
34,-151.88075,7,box2d_lunar_lander_continuous
34,-132.73782,8,box2d_lunar_lander_continuous
34,-158.76659,9,box2d_lunar_lander_continuous
35,-110.45375,0,box2d_lunar_lander_continuous
35,-478.41193,1,box2d_lunar_lander_continuous
35,-591.8679,2,box2d_lunar_lander_continuous
35,-170.66501,3,box2d_lunar_lander_continuous
35,-174.62408,4,box2d_lunar_lander_continuous
35,-137.45,5,box2d_lunar_lander_continuous
35,-383.64014,6,box2d_lunar_lander_continuous
35,-311.18906,7,box2d_lunar_lander_continuous
35,-1763.056,8,box2d_lunar_lander_continuous
35,-1093.3308,9,box2d_lunar_lander_continuous
36,-96.122505,0,box2d_lunar_lander_continuous
36,-56.21926,1,box2d_lunar_lander_continuous
36,-34.828655,2,box2d_lunar_lander_continuous
36,-49.46106,3,box2d_lunar_lander_continuous
36,-111.20093,4,box2d_lunar_lander_continuous
36,-42.733,5,box2d_lunar_lander_continuous
36,-18.097118,6,box2d_lunar_lander_continuous
36,-41.509445,7,box2d_lunar_lander_continuous
36,62.616302,8,box2d_lunar_lander_continuous
36,-85.31406,9,box2d_lunar_lander_continuous
37,80.04802,0,box2d_lunar_lander_continuous
37,97.25514,1,box2d_lunar_lander_continuous
37,114.76413,2,box2d_lunar_lander_continuous
37,79.897575,3,box2d_lunar_lander_continuous
37,92.07436,4,box2d_lunar_lander_continuous
37,77.72785,5,box2d_lunar_lander_continuous
37,134.6602,6,box2d_lunar_lander_continuous
37,113.048325,7,box2d_lunar_lander_continuous
37,15.767302,8,box2d_lunar_lander_continuous
37,10.60264,9,box2d_lunar_lander_continuous
38,-140.83995,0,box2d_lunar_lander_continuous
38,-152.42632,1,box2d_lunar_lander_continuous
38,-114.245224,2,box2d_lunar_lander_continuous
38,-128.23093,3,box2d_lunar_lander_continuous
38,-131.50163,4,box2d_lunar_lander_continuous
38,-150.45444,5,box2d_lunar_lander_continuous
38,-129.00113,6,box2d_lunar_lander_continuous
38,-141.94493,7,box2d_lunar_lander_continuous
38,-148.09323,8,box2d_lunar_lander_continuous
38,-150.55594,9,box2d_lunar_lander_continuous
39,165.3689,0,box2d_lunar_lander_continuous
39,179.04633,1,box2d_lunar_lander_continuous
39,189.14658,2,box2d_lunar_lander_continuous
39,217.66522,3,box2d_lunar_lander_continuous
39,156.90707,4,box2d_lunar_lander_continuous
39,169.27658,5,box2d_lunar_lander_continuous
39,177.29288,6,box2d_lunar_lander_continuous
39,168.47249,7,box2d_lunar_lander_continuous
39,154.01291,8,box2d_lunar_lander_continuous
39,88.7357,9,box2d_lunar_lander_continuous
40,140.29276,0,box2d_lunar_lander_continuous
40,128.4236,1,box2d_lunar_lander_continuous
40,126.320465,2,box2d_lunar_lander_continuous
40,124.64676,3,box2d_lunar_lander_continuous
40,120.909546,4,box2d_lunar_lander_continuous
40,118.94342,5,box2d_lunar_lander_continuous
40,142.93246,6,box2d_lunar_lander_continuous
40,123.3895,7,box2d_lunar_lander_continuous
40,133.07776,8,box2d_lunar_lander_continuous
40,129.4633,9,box2d_lunar_lander_continuous
41,-236.579,0,box2d_lunar_lander_continuous
41,-200.8258,1,box2d_lunar_lander_continuous
41,-79.01157,2,box2d_lunar_lander_continuous
41,-77.07913,3,box2d_lunar_lander_continuous
41,-913.0077,4,box2d_lunar_lander_continuous
41,-129.96405,5,box2d_lunar_lander_continuous
41,-632.3629,6,box2d_lunar_lander_continuous
41,-406.71152,7,box2d_lunar_lander_continuous
41,-212.47113,8,box2d_lunar_lander_continuous
41,-281.44318,9,box2d_lunar_lander_continuous
42,201.68997,0,box2d_lunar_lander_continuous
42,176.67226,1,box2d_lunar_lander_continuous
42,246.76907,2,box2d_lunar_lander_continuous
42,185.8198,3,box2d_lunar_lander_continuous
42,241.21832,4,box2d_lunar_lander_continuous
42,212.19699,5,box2d_lunar_lander_continuous
42,238.7136,6,box2d_lunar_lander_continuous
42,197.70328,7,box2d_lunar_lander_continuous
42,191.34375,8,box2d_lunar_lander_continuous
42,235.76633,9,box2d_lunar_lander_continuous
43,-242.71756,0,box2d_lunar_lander_continuous
43,-209.55992,1,box2d_lunar_lander_continuous
43,-190.7302,2,box2d_lunar_lander_continuous
43,-183.5322,3,box2d_lunar_lander_continuous
43,-192.19974,4,box2d_lunar_lander_continuous
43,-178.10364,5,box2d_lunar_lander_continuous
43,-183.61334,6,box2d_lunar_lander_continuous
43,-257.99274,7,box2d_lunar_lander_continuous
43,-125.58879,8,box2d_lunar_lander_continuous
43,-213.69946,9,box2d_lunar_lander_continuous
44,-625.70593,0,box2d_lunar_lander_continuous
44,-650.4226,1,box2d_lunar_lander_continuous
44,-516.9015,2,box2d_lunar_lander_continuous
44,-538.07306,3,box2d_lunar_lander_continuous
44,-501.0891,4,box2d_lunar_lander_continuous
44,-590.2663,5,box2d_lunar_lander_continuous
44,-544.05676,6,box2d_lunar_lander_continuous
44,-582.1437,7,box2d_lunar_lander_continuous
44,-611.89307,8,box2d_lunar_lander_continuous
44,-580.8601,9,box2d_lunar_lander_continuous
45,45.28121,0,box2d_lunar_lander_continuous
45,27.599699,1,box2d_lunar_lander_continuous
45,94.55134,2,box2d_lunar_lander_continuous
45,62.511135,3,box2d_lunar_lander_continuous
45,37.335342,4,box2d_lunar_lander_continuous
45,80.6456,5,box2d_lunar_lander_continuous
45,113.47142,6,box2d_lunar_lander_continuous
45,33.873447,7,box2d_lunar_lander_continuous
45,28.735308,8,box2d_lunar_lander_continuous
45,-2.8205738,9,box2d_lunar_lander_continuous
46,-221.54938,0,box2d_lunar_lander_continuous
46,-225.03523,1,box2d_lunar_lander_continuous
46,-224.92558,2,box2d_lunar_lander_continuous
46,-214.58089,3,box2d_lunar_lander_continuous
46,-196.13055,4,box2d_lunar_lander_continuous
46,-230.57437,5,box2d_lunar_lander_continuous
46,-205.16739,6,box2d_lunar_lander_continuous
46,-242.68018,7,box2d_lunar_lander_continuous
46,-218.19798,8,box2d_lunar_lander_continuous
46,-254.46698,9,box2d_lunar_lander_continuous
47,-1089.3882,0,box2d_lunar_lander_continuous
47,-612.9302,1,box2d_lunar_lander_continuous
47,-708.1048,2,box2d_lunar_lander_continuous
47,-580.9662,3,box2d_lunar_lander_continuous
47,-195.04033,4,box2d_lunar_lander_continuous
47,-603.7649,5,box2d_lunar_lander_continuous
47,-156.05716,6,box2d_lunar_lander_continuous
47,-1285.7346,7,box2d_lunar_lander_continuous
47,-395.23206,8,box2d_lunar_lander_continuous
47,-508.4157,9,box2d_lunar_lander_continuous
48,118.616684,0,box2d_lunar_lander_continuous
48,132.22598,1,box2d_lunar_lander_continuous
48,125.75702,2,box2d_lunar_lander_continuous
48,115.449745,3,box2d_lunar_lander_continuous
48,125.92627,4,box2d_lunar_lander_continuous
48,102.99805,5,box2d_lunar_lander_continuous
48,112.60854,6,box2d_lunar_lander_continuous
48,123.57042,7,box2d_lunar_lander_continuous
48,103.99159,8,box2d_lunar_lander_continuous
48,117.73674,9,box2d_lunar_lander_continuous
49,-438.21994,0,box2d_lunar_lander_continuous
49,-541.59174,1,box2d_lunar_lander_continuous
49,-741.90295,2,box2d_lunar_lander_continuous
49,-604.6006,3,box2d_lunar_lander_continuous
49,-739.6264,4,box2d_lunar_lander_continuous
49,-308.4312,5,box2d_lunar_lander_continuous
49,-795.4169,6,box2d_lunar_lander_continuous
49,-164.9169,7,box2d_lunar_lander_continuous
49,-457.93542,8,box2d_lunar_lander_continuous
49,-637.0189,9,box2d_lunar_lander_continuous
50,-1179.0775,0,box2d_lunar_lander_continuous
50,-817.8076,1,box2d_lunar_lander_continuous
50,-759.38654,2,box2d_lunar_lander_continuous
50,-765.0952,3,box2d_lunar_lander_continuous
50,-889.63806,4,box2d_lunar_lander_continuous
50,-937.75916,5,box2d_lunar_lander_continuous
50,-1163.6001,6,box2d_lunar_lander_continuous
50,-1219.697,7,box2d_lunar_lander_continuous
50,-1361.5084,8,box2d_lunar_lander_continuous
50,-1643.5393,9,box2d_lunar_lander_continuous
51,57.763855,0,box2d_lunar_lander_continuous
51,46.058563,1,box2d_lunar_lander_continuous
51,86.30336,2,box2d_lunar_lander_continuous
51,28.821442,3,box2d_lunar_lander_continuous
51,-20.323986,4,box2d_lunar_lander_continuous
51,55.902584,5,box2d_lunar_lander_continuous
51,17.17337,6,box2d_lunar_lander_continuous
51,63.951385,7,box2d_lunar_lander_continuous
51,36.495552,8,box2d_lunar_lander_continuous
51,1.0450363,9,box2d_lunar_lander_continuous
52,-156.09598,0,box2d_lunar_lander_continuous
52,-147.58467,1,box2d_lunar_lander_continuous
52,-150.19125,2,box2d_lunar_lander_continuous
52,-147.62646,3,box2d_lunar_lander_continuous
52,-141.81232,4,box2d_lunar_lander_continuous
52,-133.95758,5,box2d_lunar_lander_continuous
52,-158.58057,6,box2d_lunar_lander_continuous
52,-143.16234,7,box2d_lunar_lander_continuous
52,-154.89868,8,box2d_lunar_lander_continuous
52,-143.05103,9,box2d_lunar_lander_continuous
53,-113.12895,0,box2d_lunar_lander_continuous
53,-128.85544,1,box2d_lunar_lander_continuous
53,-81.00997,2,box2d_lunar_lander_continuous
53,-86.99704,3,box2d_lunar_lander_continuous
53,-147.87053,4,box2d_lunar_lander_continuous
53,-135.91272,5,box2d_lunar_lander_continuous
53,-97.59331,6,box2d_lunar_lander_continuous
53,-113.739555,7,box2d_lunar_lander_continuous
53,-121.814545,8,box2d_lunar_lander_continuous
53,-153.09921,9,box2d_lunar_lander_continuous
54,267.21295,0,box2d_lunar_lander_continuous
54,243.80144,1,box2d_lunar_lander_continuous
54,266.1812,2,box2d_lunar_lander_continuous
54,257.8706,3,box2d_lunar_lander_continuous
54,261.64893,4,box2d_lunar_lander_continuous
54,256.55847,5,box2d_lunar_lander_continuous
54,253.66096,6,box2d_lunar_lander_continuous
54,252.95169,7,box2d_lunar_lander_continuous
54,253.73933,8,box2d_lunar_lander_continuous
54,254.34305,9,box2d_lunar_lander_continuous
55,126.273544,0,box2d_lunar_lander_continuous
55,121.122116,1,box2d_lunar_lander_continuous
55,121.000626,2,box2d_lunar_lander_continuous
55,118.73434,3,box2d_lunar_lander_continuous
55,98.693794,4,box2d_lunar_lander_continuous
55,108.857155,5,box2d_lunar_lander_continuous
55,89.49144,6,box2d_lunar_lander_continuous
55,123.6617,7,box2d_lunar_lander_continuous
55,105.20064,8,box2d_lunar_lander_continuous
55,117.38292,9,box2d_lunar_lander_continuous
56,-131.37187,0,box2d_lunar_lander_continuous
56,-114.492546,1,box2d_lunar_lander_continuous
56,-131.05084,2,box2d_lunar_lander_continuous
56,-129.72711,3,box2d_lunar_lander_continuous
56,-130.39081,4,box2d_lunar_lander_continuous
