run_id,budget,performance,hp_config.clip_eps,hp_config.ent_coef,hp_config.gae_lambda,hp_config.learning_rate,hp_config.max_grad_norm,hp_config.minibatch_size,hp_config.normalize_advantage,hp_config.vf_clip_eps,hp_config.vf_coef
17,None,269081312.0,0.3077797821419221,0.061909991424720756,0.9695168450415147,0.01087914571253227,0.5691007386145933,64,True,0.3487143865722818,0.45354268267806885
18,None,9645.25390625,0.36102779973517396,0.4331911629643146,0.9950067488500769,0.01901151436186139,0.011714084185001972,64,False,0.08581483863072026,0.5210366062041293
19,None,8753086.0,0.027168994169626814,0.09999826244820004,0.8037025067126767,0.0093001192391398,0.22392468806038013,64,False,0.3522072009617664,0.03183892953130785
20,None,-24.099349975585938,0.08234707824895637,0.31073920074988176,0.9153879948619731,1.5469066515012492e-05,0.9342139979247938,64,False,0.2949549881772855,0.7301220295167696
21,None,36.62220764160156,0.15597249773980093,0.19911053110804594,0.841947765420127,8.530314227918123e-06,0.9443723899839336,128,True,0.11370731398666162,0.25435648177039294
22,None,8396.35546875,0.02901458016193781,0.2172083127790604,0.8623279968106211,0.0030319179490881924,0.3777518392924809,32,True,0.03362481573162429,0.6793927734985673
23,None,nan,0.22684842227802265,0.2682896055543611,0.9792445914787644,0.08947356400945196,0.21689698439847394,64,True,0.01032549973286434,0.7583786538361414
24,None,9882.619140625,0.16000857541123392,0.19173194708594898,0.9176045909993658,0.014296913058545252,0.6289818435911487,128,True,0.39902341695628185,0.1856359443059522
25,None,48515.96875,0.4763958284859723,0.34374413819390764,0.8430799846550003,0.05455731044851542,0.7308558067701578,32,True,0.2591003569653316,0.025662718054531575
26,None,531490.25,0.1037350377205547,0.21234273437575313,0.8747965790688117,0.00020791083462491582,0.2776287062947319,64,False,0.05876592798101654,0.5173791071541142
27,None,39796.359375,0.06603405317257666,0.35842984059629684,0.879172334591178,0.0006715936161562293,0.18327983621407862,32,True,0.1778063689249778,0.940431945252813
28,None,-1027.895751953125,0.38266262690348263,0.37433180992527365,0.9806535759752121,2.612836156480144e-06,0.5521924699224066,64,False,0.14607376339627443,0.24082877991544682
29,None,6808238.0,0.05014697113274891,0.008214814795737102,0.9858129104267589,0.002236571224217706,0.7851529120231378,32,False,0.03197763306049056,0.4856275959346229
30,None,nan,0.4887475698722234,0.4382526226582954,0.8675979744721855,0.06424669222650195,0.2317016264712045,128,False,0.39960129367619585,0.6304479368667911
31,None,14013.310546875,0.4371439833124735,0.14651014225389836,0.9697038167070524,0.0012285234751732846,0.01323685775889949,64,True,0.4909146949091266,0.47837030703998806
32,None,-439.5543518066406,0.24869568274933135,0.3197362581993618,0.8736800627653105,4.836167770026849e-06,0.8221177331942455,32,False,0.11215851448736963,0.09784448449403405
33,None,nan,0.43109575871084166,0.48645974451156515,0.9920708481467937,0.034101815161325245,0.7740473326986388,32,True,0.20362058570690367,0.23223414217094274
34,None,-1006.7130126953125,0.06624381737899149,0.02671359089341263,0.9450463134056948,1.1406103106870327e-06,0.7705807485027762,32,True,0.04480151711930269,0.6720478073539145
35,None,2187.82666015625,0.12268360492642238,0.21026973334004923,0.911418021385651,0.020079637544771038,0.7270442627113283,32,True,0.02768716021059897,0.3015986344809425
36,None,27107.48828125,0.13105907461983912,0.22807028340023983,0.9365879389759814,0.0030069570729407314,0.28351884658216664,64,True,0.39427275615325935,0.0568480764332403
37,None,3105.29296875,0.34849862086249367,0.3893476979705517,0.9554037716135657,1.982041856987241e-05,0.37381313793256143,64,True,0.18542639960894436,0.19705428018563964
38,None,-1006.92138671875,0.2299279418780037,0.022306150627057042,0.9598791973256666,2.4253936429512097e-06,0.518835148831526,32,False,0.47971667041671257,0.6455702444560039
39,None,208713.328125,0.01768121787774546,0.21520121975403061,0.9019523687784182,0.0004796091649375607,0.6813925106038379,32,True,0.19633783827354717,0.9564057227959488
40,None,46905.65625,0.09356544587542237,0.4519919774641185,0.9087068094204576,0.00019255602329704073,0.8820414102298896,64,False,0.199512660851551,0.9040443929009577
41,None,nan,0.3450125100956137,0.34981102712525836,0.8655113082712681,0.006079854886425403,0.6360610554471413,32,True,0.39819573725866586,0.9591666030352225
42,None,8068.31689453125,0.22906941363002142,0.29549208266184246,0.9714587565742916,0.00019324900511904057,0.9518744768327362,64,False,0.4544218592063692,0.8155238187685688
43,None,-973.9473266601562,0.07970723172447797,0.3144492195308502,0.8796470082980735,2.0585658320992314e-06,0.42403225188984195,32,False,0.016652313273348096,0.9589827218634736
44,None,-122.96256256103516,0.1776844242359648,0.17835344520127144,0.8032640676864733,8.436486699792773e-06,0.4012595008036087,128,True,0.47265076673953976,0.8694885305466322
45,None,81280.8125,0.2270811984537759,0.16335044088413003,0.8465255514428836,0.001181200255910901,0.03307459147550562,32,True,0.0340370369873601,0.2519409882460929
46,None,-1007.7933959960938,0.11058045767304192,0.12659559686142596,0.82619794071993,1.1486325376024059e-06,0.11548429713874808,64,False,0.49517250078044694,0.4090540953730616
47,None,nan,0.08147721302330269,0.31938087868326465,0.8980120387750926,0.08852152486073094,0.0653042071517802,128,True,0.120709310038287,0.662504571532676
48,None,1148595.5,0.12303159249548223,0.33292955877959385,0.9034099725887376,0.00013196080073784374,0.554687808661419,32,False,0.207428434666782,0.36054556048589226
49,None,-63.507442474365234,0.4143284572778689,0.46248345597659607,0.8091968614463707,1.455911458703227e-05,0.34851936949256324,128,False,0.4844858523351759,0.9049483455499269
50,None,-719.1166381835938,0.14827813253201494,0.49600562170723705,0.8498590662071847,3.3847825582281198e-06,0.9509526110553941,32,False,0.02917817949029433,0.7307090991274762
51,None,4996101.0,0.44086010616691984,0.13621844773298125,0.875773473525878,7.438423769060702e-05,0.7487882575401331,32,True,0.22464582434386904,0.3044684073773195
52,None,30357.291015625,0.4195945611293262,0.11887091300781938,0.9004276525521033,0.05163188710850393,0.6339976977446607,128,False,0.37538243094317597,0.6995750602247514
53,None,-677.2369384765625,0.48398278330211353,0.4972003948238397,0.890319154365685,2.261251619567518e-06,0.29279403144051885,32,True,0.06564466423662801,0.604117804020882
54,None,873954.875,0.19140402957892705,0.447692942144105,0.9934621548925205,0.0005425309371740803,0.2748235698675966,64,False,0.20336667291787414,0.5520782766919708
55,None,77155.515625,0.13582638380307294,0.2277220747250135,0.8803025357223818,1.746092815608174e-05,0.5058663838253084,32,True,0.26248522112713213,0.7505950229289875
56,None,-1013.6293334960938,0.16675373289563766,0.4620793833103818,0.9723774775124969,1.7516667240736818e-06,0.25364252425682277,64,True,0.17423799451674854,0.7400975256176825
57,None,-547.9441528320312,0.34025724057141293,0.3111922142830024,0.9420346277041969,1.0583234880251694e-05,0.3416981148647321,128,False,0.2718390269140476,0.2826996509455366
58,None,346083.0,0.015117629002991295,0.3551684144871067,0.8015760322913372,7.301218559696035e-05,0.5305372145627818,128,True,0.20297116098414186,0.024313199710157773
59,None,-499.7172546386719,0.17130549217079516,0.31111552941989745,0.8557856828508968,1.118793020194277e-05,0.11570323332709365,64,False,0.33597857029791117,0.9488610207205074
60,None,25860.30078125,0.0013516069467513492,0.323598326947018,0.9200184081958181,0.0008784115748481968,0.9627703198402424,32,False,0.4068393248509317,0.5098071966215841
61,None,4138244.5,0.16698243479840458,0.39542008161370246,0.8194388608339217,0.00016224756536956577,0.5199523745708382,128,True,0.11387975076893048,0.41030156269012563
62,None,-940.851806640625,0.3116473365100653,0.44348039060870875,0.9237033510314512,4.648441338184717e-06,0.9805801327872824,128,False,0.4611739908983165,0.5413807937571358
63,None,114673.5703125,0.46165303394458157,0.4149486843016716,0.9935604534178301,0.03971129537421177,0.03603381742856948,32,True,0.4760713486477104,0.3000289194759296
64,None,nan,0.08023382194380052,0.44315233304327994,0.8892342436550923,0.03462405841284063,0.16023046632014326,64,True,0.0382433845151427,0.6964631446525006
65,None,-971.802734375,0.12369937776957685,0.019807761289758863,0.8119828652200898,2.020192178500534e-06,0.9077329574850395,128,False,0.3362911556482607,0.5289399290308832
66,None,1918172.5,0.15222318217368913,0.4989811256643367,0.8724015928819839,0.00022555099436460477,0.37824517492346177,128,True,0.16399400045403983,0.6803486660150015
67,None,44655.53125,0.03160380916931532,0.3036246870057705,0.8954815359249956,2.6302672882035816e-05,0.238413280924058,64,True,0.22825994563132768,0.3374773817642399
68,None,5682.783203125,0.4852468467979888,0.06671971587280201,0.819351110240357,5.211450822776358e-05,0.5910269008704913,64,True,0.49963899696108555,0.3518929961930426
69,None,128949.953125,0.3607033339799762,0.31879134726539643,0.9625294672631675,0.07605509572205404,0.8897936564455402,128,False,0.1677490848379498,0.14768557820670736
70,None,7490119.5,0.03131800152990488,0.12095085210074241,0.8864130680881416,0.00040736280098649917,0.7730835540548716,128,True,0.05350207009689578,0.5896947230135507
71,None,nan,0.3726990369736465,0.42407519017349243,0.987072832835336,0.08262875541543228,0.3998016922245259,64,True,0.3424672193417797,0.6567619584408371
72,None,258440576.0,0.43103129792560363,0.04862899739382032,0.8995056038742859,0.0008042844059367984,0.2415570400399184,32,False,0.029267461117779392,0.4706209039180729
73,None,5636.3427734375,0.05791700065044264,0.22852938066568368,0.9958944690358277,0.00013138075923445193,0.8571249175045673,32,True,0.20189637033366725,0.39981214000933074
74,None,7721559.0,0.33569173933507657,0.17235906368775383,0.9426819969951623,0.0015701259671344365,0.3991611452547731,64,False,0.03502109507232232,0.8224067383556903
75,None,-539.7244873046875,0.32671058055681845,0.3631712322089176,0.9073309079163698,3.5676772166260536e-06,0.4050356132969499,64,True,0.01497516245237468,0.7372542425964773
76,None,8690858.0,0.05489222903125035,0.30315406652254256,0.9405731775437964,0.0014925593681314347,0.959142251977975,32,False,0.014595117424456627,0.534916854927084
77,None,-508.494873046875,0.2021218089696294,0.2620919301968791,0.872983465424296,8.970870237371807e-06,0.01912289744868978,64,False,0.18660797787239708,0.22286381801498023
78,None,-688.680908203125,0.04026600173592204,0.04265546155935168,0.8442571496139252,3.162789618518929e-06,0.26503969836448205,32,True,0.42813808981139095,0.16212026070883323
79,None,-586.1690673828125,0.279841202911724,0.38672777222451526,0.8912362721112794,5.845805873649754e-06,0.19959614212011434,64,False,0.17472014602426744,0.7814796002346613
80,None,49078.5546875,0.3755108244281992,0.46360590368655896,0.8057876145504894,0.03009237436624523,0.39256878846215104,128,False,0.4936743785369841,0.7592824517166681
81,None,10961.208984375,0.1822723129983933,0.25053158641737605,0.8752401921233508,6.676658757453891e-05,0.26090449938105975,64,False,0.13867013565262176,0.52437981107722
82,None,72259.265625,0.05869014708527859,0.07992264342709565,0.8093565903069666,0.07139326007199907,0.0038603515102610952,32,False,0.04068479942665265,0.8818965030968323
83,None,996.8402099609375,0.3598100789211441,0.4831949857189467,0.901476345893429,3.177008785448946e-05,0.5495005727952714,128,False,0.13360351593115932,0.8773987891741196
84,None,-1337.61279296875,0.18595937425623066,0.0006916749994995697,0.849512235996214,3.900924508940751e-05,0.8587774682319022,64,True,0.1680511331999437,0.8806781230470796
85,None,nan,0.4725133884701957,0.4959451645773147,0.8753105792655013,0.0677231621529001,0.7918795696309013,128,True,0.1082286304721049,0.16604782452124567
86,None,5129521.5,0.4613783051126827,0.14703833119158305,0.8905735396652308,0.00029497768975568224,0.7781715954502542,128,True,0.21345218010553685,0.8428548878354571
87,None,391.29754638671875,0.4090166528779192,0.0512068792262082,0.8312610314387059,3.318894580919653e-05,0.07535906908334034,64,True,0.2841087968349225,0.24655693981115612
88,None,16023.2109375,0.29821653267481135,0.058762821451818825,0.9950791852968648,0.046005104261985987,0.3917969385646658,32,True,0.24169676760119602,0.03999280190071697
89,None,11271.384765625,0.3198525530375635,0.2041514541698724,0.8754435738605186,0.011138452507853697,0.70903546018329,128,True,0.44877138232470276,0.7699671862500889
90,None,16006.291015625,0.17871232579735652,0.3108327182266289,0.857685134534574,0.023550470355052516,0.11242731721231125,32,True,0.20151300120214433,0.7452329600321291
91,None,3042002.75,0.26345372452609017,0.24383816176910378,0.8001091383829094,0.00013397032988727493,0.06355377483615843,32,False,0.1076991021716191,0.8583376386342625
92,None,-891.4735107421875,0.4014466857806671,0.07957311847112142,0.9210818202583287,3.7871225548384546e-06,0.7278881583695115,64,False,0.23969227469459403,0.9148630878333829
93,None,4230.1962890625,0.024674473394219854,0.14644428251350733,0.942939014233287,0.00012318166180959076,0.17295135427115638,32,False,0.23657148923282212,0.8822836719191074
94,None,2417277.5,0.366644567158363,0.2048631028153718,0.8746648517297212,0.00037860969724427183,0.8890599531897286,128,True,0.3470789256845628,0.9195074069058207
95,None,-805.596923828125,0.3552278797522458,0.08850289078374796,0.896655273672749,5.030140197017756e-06,0.3589952783396321,128,False,0.14141842608804145,0.33963104416619916
96,None,1043.456787109375,0.30010643406564697,0.48159864763019,0.8295454866796715,1.9256760029950362e-05,0.8735568272907714,64,False,0.09275894876158813,0.5326685874713607
97,None,696.8443603515625,0.16313481632468618,0.15827127994623802,0.8893307050928452,0.0001463481529172491,0.3573468796779544,128,False,0.36377349566576483,0.2899134495919554
98,None,520.4310302734375,0.2888547121584202,0.389589716650917,0.9590385146717884,5.280223477371326e-05,0.7708727565686478,128,True,0.4329727342832386,0.4413214701804108
99,None,25342000.0,0.24320522444433273,0.22418458944899866,0.9135124156953538,0.0012759869621076446,0.4981795657629434,128,False,0.20071397465275997,0.41669175690871096
100,None,-843.2200927734375,0.4054193075644757,0.17409597137326005,0.8422698136769045,1.981143527988653e-06,0.8760268479205742,128,True,0.16723687074805743,0.17537206951524387
101,None,28344.41015625,0.057949234412939865,0.4499333715000151,0.8113697641031566,0.0798782087478933,0.09645086069738418,128,False,0.18395874390893668,0.3423423766251579
102,None,13137.4580078125,0.37868207161885437,0.1572866475021436,0.9313980514317667,0.00038603832056236615,0.4849656451580705,128,False,0.41343080152434747,0.7255735341014894
103,None,nan,0.019278623029499176,0.3865550262527096,0.843352362993199,0.032790514744005815,0.042924190608832014,32,True,0.23779455854242187,0.8200224358697518
104,None,2239062016.0,0.14909367983153204,0.0754674486555208,0.8660203804358102,0.011732774117614166,0.14038395779934687,32,True,0.35285502199480384,0.3952332435363368
105,None,107119192.0,0.155419988571658,0.35931319517057597,0.8671619107138171,0.004353678609464083,0.8151993953143135,32,False,0.08117897395633339,0.29084090665674256
106,None,3078412.0,0.08989764541677081,0.17275282817816723,0.8959641714753691,0.0004082059634584686,0.853606042296272,128,True,0.3114470160928762,0.11149605729871559
107,None,323548.6875,0.22948493009103416,0.16116676902330906,0.863268499016176,0.0002587743393821117,0.7298276355292675,32,False,0.36740688731528054,0.17649938888906014
108,None,-1490.0076904296875,0.4695804545436852,0.2531561120116943,0.9998617347655814,9.689410856035662e-06,0.5349081983832014,32,True,0.2955326904169951,0.9217190668708333
109,None,nan,0.4026319277895875,0.36197069925066294,0.9117788390421303,0.04087827098832096,0.49236140669088413,128,False,0.10691767340079328,0.7712254629659102
110,None,560.2342529296875,0.006085578471629383,0.16141476877404376,0.8458905321939207,0.00034222741150967704,0.7368531616807855,32,False,0.4692060108471928,0.2286465509829455
111,None,36063560.0,0.33857057205571206,0.2964401353905788,0.802011732761653,0.0002394037667637549,0.7087703909410487,32,False,0.26004070831783654,0.03066104832571792
112,None,-813.56494140625,0.1122068059604201,0.4768378482136565,0.9164057146371059,3.446377440874361e-06,0.2875445022805615,64,True,0.2058077568068794,0.48945863543469814
113,None,-18.75830841064453,0.1218389376406161,0.2943195001459933,0.9505726999064762,1.5106752725446078e-05,0.6204999002799877,64,False,0.3891380836482219,0.848345269790006
114,None,-1122.26611328125,0.24520995421813757,0.09267429348969142,0.999063477062631,4.433827627649582e-06,0.4714573193542654,32,False,0.4824624704242198,0.7193890620039736
115,None,-289.9949645996094,0.17499642181508446,0.12719120055881217,0.8530341345749558,4.329822840734441e-06,0.5258089530767229,32,True,0.31335323797955245,0.7275436095907498
116,None,nan,0.012136352311030607,0.21505799218836996,0.9303597065089436,0.018459922814136477,0.4753247822120824,128,True,0.00675435331335944,0.4837528647017362
117,None,1332.235595703125,0.12805689751000898,0.4118588360115847,0.8465312571690043,3.573930406671992e-05,0.7912274310191123,128,False,0.35247403096137975,0.4186368635700265
118,None,-1016.742919921875,0.0026550238073339005,0.005677564256096279,0.90219323533598,2.6088847767236587e-06,0.05107548016925678,128,False,0.07601361360478476,0.0006642185902044906
119,None,312914048.0,0.4708338976948782,0.13916264916005716,0.837160930810814,0.0028677450523488493,0.1089037388413262,32,False,0.3197313872370051,0.5206777914825536
120,None,nan,0.19895930741746887,0.387250477442101,0.8281773995570865,0.06865766198061736,0.8611230080657867,64,True,0.35042782472386885,0.9132843408854808
121,None,510126784.0,0.262288533739313,0.1771124109136314,0.8240434412613961,0.005949843200644356,0.8850218512118062,32,False,0.008530243129548754,0.9670549180772195
122,None,37424.4140625,0.3075290103175481,0.2762195294958166,0.8591603717344267,0.04430557302326963,0.265905627336791,128,False,0.3916983227574029,0.5189899203864318
123,None,3255.033203125,0.03303713192583596,0.2362068945855365,0.8876073637996436,1.0327143361314164e-05,0.42358763671430444,64,True,0.22068707166624307,0.26279995632448905
124,None,110884480.0,0.2610312103411322,0.01758002985809709,0.9811556608154781,0.012073175885331699,0.5525813325105046,128,False,0.05526114702633028,0.6308318084098038
125,None,473.9874267578125,0.4989970004678293,0.49394458466676305,0.9206042661589199,4.36620730842196e-06,0.5831928309905282,32,True,0.47806157977998,0.3304405726028439
126,None,48915.8359375,0.3191950528884743,0.14042974731612134,0.9894695952336068,0.0043933282167435625,0.3296511575814126,128,True,0.1961594700327297,0.22121812773159233
127,None,-931.56103515625,0.34186322363802313,0.05122314088596519,0.8793654638733066,2.4168441788266177e-05,0.5063429193238042,64,False,0.012288512153483033,0.6339869213059075
128,None,nan,0.11528564484691001,0.13435451437842466,0.9599710951563464,0.05995728653330733,0.3165502100270866,128,True,0.3169908265036916,0.7510322995349188
129,None,-1017.5266723632812,0.07798896401722827,0.21300119383478028,0.9784521621333715,3.2952799600444127e-06,0.01809635820147515,64,True,0.39934462444195135,0.9234555382041066
130,None,539450.25,0.14957682227190805,0.19420205858455264,0.8972057900572301,0.0008724836599977918,0.9838538296816167,128,True,0.13188384322523106,0.9446257184221241
131,None,6982.583984375,0.0677742165542532,0.360132926252379,0.9849864655559589,0.002105367587794372,0.42305444016612115,32,True,0.35343590471006103,0.6495342241752968
132,None,6637.43017578125,0.46398808329917895,0.43343045682968745,0.963148535378047,0.03607899044949279,0.2763371527370494,64,True,0.28022529435489013,0.668218229542771
133,None,-1072.547607421875,0.14335834152019716,0.009731233654650173,0.879804554493216,3.488508598528059e-05,0.9421847190180479,128,False,0.3264998804726215,0.3442891646989389
134,None,20731318.0,0.27442463369965236,0.40761252035818635,0.81971221270769,0.010124519036102298,0.04117979132812166,128,False,0.025503654414377908,0.6271607114618583
135,None,26435518.0,0.2512265371564486,0.08490975158585734,0.8296609496417074,0.007350140322473646,0.5676927488368441,128,False,0.4963334967321332,0.11861551836576589
136,None,19431.15625,0.46912806848198113,0.1222848045102814,0.8915966307257466,0.006123966116477997,0.20362093207723198,64,True,0.05236805334064665,0.11655861242959853
137,None,3591.99072265625,0.1788195174241094,0.0023274184185917424,0.8849282988482178,0.0020940426623714307,0.40168818500398873,32,True,0.13905825638243086,0.16931269054360076
138,None,6173598.5,0.4825474866089847,0.0756151124870425,0.9610119412372589,0.000852196426415109,0.5692869199842944,64,False,0.1819223875458189,0.7879157509538762
139,None,3231636.5,0.2776470537334798,0.19781683381286308,0.9909976400678256,0.0009807986215994656,0.11891694214601356,64,False,0.3468735116196069,0.9163403298365742
140,None,673597.875,0.12968869207076011,0.3790968581769119,0.8919290539581648,0.0007379870395119785,0.955046681006283,128,False,0.17954854386514812,0.8877008357273198
141,None,76105056.0,0.3193045888207065,0.21499839023535655,0.8071449622318467,0.007089908346523549,0.502105580724113,128,False,0.39678368402417596,0.30065115869676684
142,None,54125.7265625,0.4003992995338155,0.27442316423308366,0.8946179074697838,0.0023748138282436316,0.021358682938348306,32,True,0.4914950549789198,0.13974577886495498
