run_id,budget,performance,seed,hp_config.alpha,hp_config.alpha_auto,hp_config.buffer_alpha,hp_config.buffer_batch_size,hp_config.buffer_beta,hp_config.buffer_epsilon,hp_config.buffer_prio_sampling,hp_config.buffer_size,hp_config.gamma,hp_config.gradient_steps,hp_config.learning_rate,hp_config.learning_starts,hp_config.normalize_observations,hp_config.target_update_interval,hp_config.train_freq,hp_config.use_target_network,hp_config.tau,hp_config.reward_scale
59,400000,-124.20688,9,1.0,True,0.47591469487889215,128,0.12467566128787642,1.9288293535634178e-07,True,290970,0.99,1,1.613560300872147e-05,1384,False,1,1,True,0.9801627030788862,5.237953912333401
59,450000,-91.032524,9,1.0,True,0.47591469487889215,128,0.12467566128787642,1.9288293535634178e-07,True,290970,0.99,1,1.613560300872147e-05,1384,False,1,1,True,0.9801627030788862,5.237953912333401
59,500000,-115.54384,9,1.0,True,0.47591469487889215,128,0.12467566128787642,1.9288293535634178e-07,True,290970,0.99,1,1.613560300872147e-05,1384,False,1,1,True,0.9801627030788862,5.237953912333401
92,50000,-110.1138,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,100000,-95.72526,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,150000,-93.37056,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,200000,-105.09211,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,250000,-106.58426,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,300000,-138.29178,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,350000,-120.55397,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,400000,-100.16484,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,450000,-96.16733,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
92,500000,-65.83176,9,1.0,True,0.7557077183962551,128,0.24347588186457914,1.2661918138344542e-06,True,11477,0.99,1,0.00011430824791809585,4010,False,1,1,False,1.0,0.30715369952369137
66,50000,-61.743763,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,100000,-71.37797,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,150000,-77.80538,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,200000,-88.86018,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,250000,-39.772064,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,300000,214.65375,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,350000,274.4526,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,400000,248.09196,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,450000,293.22256,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
66,500000,291.24805,9,1.0,True,0.9,512,0.9,0.001,False,379888,0.99,1,6.648491685708791e-05,4105,False,1,1,True,0.2845668685921911,0.5659503207465563
104,50000,-75.51957,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,100000,-22.80064,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,150000,-111.783455,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,200000,-46.321182,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,250000,-78.37331,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,300000,-112.575554,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,350000,-67.347404,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,400000,-69.17004,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,450000,-77.46144,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
104,500000,-99.25876,9,1.0,True,0.6376470520928484,128,0.23826557679688182,2.2056934005812766e-08,True,139065,0.99,1,0.0003401845586481647,2866,False,1,1,True,0.8022530475476883,2.58714729540237
50,50000,-102.6481,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,100000,-96.58813,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,150000,200.73541,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,200000,265.3909,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,250000,239.10327,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,300000,273.63943,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,350000,295.02863,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,400000,283.22354,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,450000,308.03925,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
50,500000,274.19507,9,1.0,True,0.4161985470632244,512,0.6270617262899293,2.721472223531905e-05,True,221589,0.99,1,0.0003978889450334536,5685,False,1,1,True,0.6226379065589627,0.15197475924757503
68,50000,-117.195114,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,100000,252.531,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,150000,304.04163,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,200000,310.76767,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,250000,311.39435,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,300000,270.51602,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,350000,308.41644,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,400000,298.89813,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,450000,257.10352,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
68,500000,287.4295,9,1.0,True,0.9,512,0.9,0.001,False,150918,0.99,1,0.0005591172146844212,7626,False,1,1,True,0.2552081722673928,1.1003297986298977
103,50000,-125.34561,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,100000,-100.659424,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,150000,-102.27968,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,200000,-137.70349,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,250000,-117.10602,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,300000,-138.2616,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,350000,-152.91449,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,400000,-123.94783,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,450000,-156.00667,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
103,500000,-117.51559,9,1.0,True,0.9,128,0.9,0.001,False,141166,0.99,1,0.054841513972704536,5969,False,1,1,False,1.0,0.4563544766765394
57,50000,-92.4068,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,100000,-95.00255,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,150000,-109.26398,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,200000,-97.00303,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,250000,-7.4488583,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,300000,-12.35124,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,350000,-17.413076,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,400000,-10.85654,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,450000,-15.324905,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
57,500000,-13.210942,9,1.0,True,0.7753527185143229,512,0.9591535138260271,3.860134186385563e-09,True,74715,0.99,1,2.0567429403911963e-06,1981,False,1,1,False,1.0,0.7320874507615125
168,50000,-22.525959,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,100000,-106.11943,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,150000,-113.39195,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,200000,-108.97929,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,250000,-50.274235,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,300000,113.26793,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,350000,280.00427,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,400000,-118.07231,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,450000,142.89107,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
168,500000,174.62021,9,1.0,True,0.18945498552636397,128,0.4073743641584733,1.196702216856272e-06,True,56945,0.99,1,4.0467802927888433e-05,2333,False,1,1,False,1.0,0.774909027247087
157,50000,-119.02721,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,100000,-100.44353,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,150000,-94.555145,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,200000,-94.99167,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,250000,-117.33961,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,300000,-120.64417,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,350000,-101.81991,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,400000,-38.87139,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,450000,-56.009438,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
157,500000,-42.739147,9,1.0,True,0.3944498348097081,128,0.10318121172466178,2.9369236448396533e-07,True,241308,0.99,1,3.535210761312945e-06,2635,False,1,1,True,0.8274808066715253,0.7131613841239361
150,50000,-102.54084,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,100000,-53.106995,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,150000,-21.072529,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,200000,242.78905,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,250000,201.00781,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,300000,-130.8345,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,350000,255.17487,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,400000,224.63269,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,450000,289.11298,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
150,500000,302.97424,9,1.0,True,0.247889396829865,128,0.7655088279522451,2.243421576885033e-05,True,99581,0.99,1,0.00043810240298846443,5503,False,1,1,False,1.0,0.8722531864840782
159,50000,-30.395844,9,1.0,True,0.9,128,0.9,0.001,False,192767,0.99,1,0.003288782503492096,2892,False,1,1,True,0.7905837031541969,0.20363426120669464
