Configuration,atari_battle_zone,atari_double_dunk,atari_phoenix,atari_qbert,atari_this_game,box2d_lunar_lander,cc_acrobot,cc_cartpole,cc_mountain_car,minigrid_door_key,minigrid_empty_random,minigrid_four_rooms,minigrid_unlock,Prediction
11,0.20008339748437476,0.0649401353461737,0.0295871584413924,0.04499824001557722,0.07857412620041702,0.5606626094309951,0.4574033329752779,0.4574033329752779,0.26422646937880495,0.0,0.06068805825122607,0.06041306834261882,0.0,0.18570619426648316
12,0.03262909173981034,0.025117126496616286,0.0024275972161509076,0.005272763136812936,0.04654158922018448,0.8981348299800983,0.628676615806264,0.628676615806264,0.032162282801307486,0.0,0.0,0.010242536130891324,0.0,0.18706972712298214
13,0.062130794494974315,0.03032274856845387,0.0030592583855573795,0.005272763136812936,0.018873673035336786,0.8992690703715663,0.4494140194735282,0.4494140194735282,0.003144408991720897,0.0,0.0,0.030822349625668932,0.0,0.13721577543558114
14,0.5213009949740518,0.6318323789692869,0.6014815929829812,0.2697310423601456,0.7464275580087961,0.46186329181487273,0.04488397569683515,0.04488397569683515,0.0,0.9973801328852145,0.9971339951433222,0.22533579770920187,0.0,0.42725266019668773
15,0.059733129606745435,0.019000520562207066,0.004550576767765558,0.00319561402231087,0.08193941795179151,0.4222456614355618,0.2256432453547575,0.2256432453547575,0.0,0.0,0.0,0.02029559087373282,0.0,0.08925848414235127
16,0.8720202996667348,0.640031233732431,0.6530843910846219,0.19254323536349818,0.6666285671441115,0.46330901199391517,0.02257538681018876,0.02257538681018876,0.0,0.0,0.0,0.020579813360035098,0.0,0.2967464556906911
17,0.17089443362767542,0.05960437272254029,0.15006531352570768,0.05480852612573925,0.07744635737643474,0.4247160973552435,0.4786349709111223,0.4786349709111223,0.40581232738734063,0.0,0.05625387561333363,0.010432017923168684,0.0,0.18557297028851133
18,0.03460977143008636,0.017178552837064088,0.007185613007005574,0.0068705701479683705,0.08814370957058953,0.6542083976882948,0.7991755300368533,0.7991755300368533,0.22642351356775772,0.0,0.0,0.061360474743897914,0.0,0.2428512549336811
19,0.13649315479656549,0.033185840707964605,0.006639917558879273,0.038907849567594764,0.13291924467362715,0.7009688674967292,0.5452158464370218,0.5452158464370218,0.8781214063028369,0.0,0.0,0.0,0.0,0.2003993262542105
20,0.05354784917044486,0.01366475793857366,0.0023939584556499716,0.017604587797331837,0.13776551577167506,0.9955284159750726,0.8929535924027108,0.8929535924027108,0.947701252478612,0.0,0.0,0.0,0.0,0.2822866477338983
21,0.05712697211954014,0.017178552837064088,0.009724404955010113,0.02823499763233762,0.11609826737203374,0.5741942649056785,0.44879583188006816,0.44879583188006816,0.7509525080773157,0.0,0.0,0.020200849371252837,0.0,0.15703711805475917
22,0.4265758575057632,0.5875845913586674,0.3497225706169544,0.041245890016948464,0.19368559629004278,0.3440882706380737,0.07285715223119817,0.07285715223119817,0.0,0.0,0.0,0.05187586780325371,0.0,0.13365176322299216
23,0.6951143272113182,0.8335502342529932,0.9387559605708301,0.3522777451565948,0.5696467467424078,0.5203242193847855,0.38292587219076435,0.38292587219076435,0.0,0.5088809505545877,0.11019244914556679,0.22363046077025056,0.0,0.3627600948232864
24,0.02265619575543806,0.02811035918792284,0.0007008075104361742,0.001597807011155435,0.11200227497636399,0.7349396641675565,0.4873075489876367,0.4873075489876367,0.5877324291801389,0.0,0.0,0.0,0.0,0.16083024042943686
25,0.2387587745945014,0.09370119729307652,0.4002685411254877,1.0,0.2514876384426965,0.6887454425234639,0.42414299217090007,0.42414299217090007,0.18802497113831027,0.0,0.0,0.14197439569158984,0.0,0.21009299066059467
26,0.006845506999725917,0.0557001561686621,0.0037245583154647877,0.07887923923525302,0.26949668859602643,0.5841189245618299,0.42176458384604804,0.42176458384604804,0.0210736582254374,0.0,0.0,0.09227756924060962,0.0,0.17402017212179555
27,0.07808047831667074,0.16111400312337318,0.5247356974031872,0.28584018441556186,0.6369384861695541,0.6799430725660665,0.2949197669953875,0.2949197669953875,0.0,0.0,0.0,0.06183418144784275,0.0,0.23022214132434932
28,0.11522690970097026,0.146668401874024,0.04174102943258125,0.3236957310680657,0.42472303380858256,0.6829157843274801,0.5099382483166721,0.5099382483166721,0.0,0.006333884279209604,0.44772782532298544,0.8718787969976711,0.9968454340196438,0.32457163979626324
29,0.04034331790193802,0.05023425299323257,0.03327620881751498,0.09931618934557616,0.2167774334148064,0.5588836326386324,0.4374097131848284,0.4374097131848284,0.3107969447630744,0.0,0.0,0.020864035846337368,0.0,0.17266488821222545
30,0.03137813614595179,0.025377407600208225,0.0006559558297682592,0.0,0.1140071964390341,0.5067933566594404,0.15507502996960323,0.15507502996960323,0.0720585813993156,0.0,0.0,0.040306958183223274,0.0,0.0720701085237684
31,0.07092223241848018,0.03735033836543473,0.006226908332728888,0.003994517527888587,0.09998840964927037,0.7586065088586873,0.7829984299014238,0.7829984299014238,0.0,0.0,0.0,0.02048507253126767,0.0,0.2471260164847384
32,0.09065953178824832,0.04372722540343559,0.003274172688757806,0.009942603768282118,0.07657703646221047,0.8326178070319735,0.6310290002102836,0.6310290002102836,0.8273204093443824,0.0,0.0,0.01033727709440126,0.0,0.20397875185662934
33,0.035825978257448834,0.0,0.0012371588584233263,0.010735265856200578,0.2246075932376521,0.5925436242915528,0.8177733389514489,0.8177733389514489,0.0,0.0,0.3786106252840897,0.1976504223263524,0.0,0.3406848524973701
34,0.6469525346238433,0.43414888079125447,0.3876997953174416,0.039239893485582954,0.17963626251687378,0.5543727336862658,0.07316950195932356,0.07316950195932356,0.0,0.0,0.03136815040085253,0.051496903814471445,0.0,0.17330007276143344
35,0.18305650190130016,0.07105674128058291,0.010755993610372164,0.012610192361072584,0.16220676147753804,1.0,0.5143957341744729,0.5143957341744729,1.0,0.0,0.0,0.0,0.0,0.20615278053858244
36,0.031343387379455724,0.006507027589796981,0.004328187184453812,0.007030350849083914,0.13576059430900494,0.6379930034637642,0.5748874224446345,0.5748874224446345,0.591235968247668,0.0,0.0,0.0,0.0,0.19129455688896835
37,0.0436791994855608,0.034357105674127884,0.004096453501002918,0.0030008812928263013,0.0552105247782785,0.34578792977615036,0.2556564542744516,0.2556564542744516,0.0,0.0,0.0,0.031106571438258648,0.0,0.08900115609078117
38,0.5296754476996048,0.6271473191046328,0.07517982798460705,0.4587179076387402,0.6118150970123002,0.5936001553828576,0.32331754376247074,0.32331754376247074,0.0,0.5289819873043116,0.6313293055926723,0.35744661856383236,0.0,0.4146423427567353
39,0.059698380840249365,0.01652785007808439,0.0045748714281273455,0.0006141570699128704,0.03990968494444597,0.9787152124222726,0.7952353678655489,0.7952353678655489,0.4728521408123546,0.0,0.0,0.00995831377933156,0.0,0.2356879579002497
40,0.46299256479364526,0.5123633524206144,0.15861329609379218,0.061564253447394864,0.37158713058516324,0.5133007778032294,0.007587490524835662,0.007587490524835662,0.0,0.5725004832361249,0.0,0.23349403574195235,0.0,0.16013677219554798
41,0.08384877355501846,0.021473191046330036,0.03522538930258627,0.40008214089368915,0.23251685202401162,0.6747321006176058,0.5721088152562553,0.5721088152562553,0.30874740994824285,0.0,0.0681350158554011,0.3680786438253478,0.0,0.2315596958080225
42,0.9371047326421121,0.6566892243623113,0.9035427147112792,0.29552564057473174,0.9190371993418898,0.6192674935593834,0.15244120615417975,0.15244120615417975,0.0,0.0,0.07765007959886239,0.020295590604247796,0.0,0.41029250330078537
43,0.012474807172089361,0.039432587194169644,0.002010850349944863,0.00639122804462174,0.10809267812415725,0.6495594297688647,0.6705965294943131,0.6705965294943131,0.5244326393933798,0.0,0.0,0.019537664243593423,0.0,0.2082878071957639
44,0.062130794494974315,0.03878188443518995,0.022380988294476215,0.006924246576313409,0.10814436750561672,0.8397782744039177,0.4834536109012987,0.4834536109012987,0.8254110039840983,0.0,0.0,0.0,0.0,0.16563820239845395
45,0.059455139474776875,0.025897969807391806,0.004578609068183005,0.005272763136812936,0.04483584013325254,0.5281264364420961,0.19714948462137644,0.19714948462137644,0.0,0.0,0.0,0.04144384988008503,0.0,0.07348314808787013
46,0.18295225560181194,0.5577824049973971,0.647205081483002,0.2292091622881269,0.7372456522674099,0.5060310413769692,0.07673386580336168,0.07673386580336168,0.0,0.0,0.0,0.05111794009517422,0.0,0.2099409888260512
47,0.015497949857247508,0.03110359187922939,0.00037750164562161924,0.001917368413386522,0.1952065156771741,0.7234006869257745,0.4527148386183901,0.4527148386183901,0.3983498425390691,0.0,0.0,0.06088676992634822,0.0,0.16800999081158907
48,0.5243241376592099,0.5361790733992712,0.4475880043213649,0.07362020650147291,0.49810394226414023,0.432335362618083,0.0,0.0,0.0,0.0,0.0,0.06117099510750073,0.0,0.1955706980414658
49,0.035860727023944904,0.023165018219677192,0.0051785002971163705,0.003994517527888587,0.06047579338574184,0.7616015656991673,0.5713084248173564,0.5713084248173564,0.08105386318822416,0.0,0.0,0.0,0.0,0.1749476266379112
50,0.07592605479391436,0.03761061946902637,0.009325411938870692,0.032358088325659506,0.12836431492857633,0.6599532650270438,0.6444925659739783,0.6444925659739783,0.5142899699172927,0.0,0.0,0.04134910703017992,0.0,0.2162566085355841
51,0.06480644951517175,0.035137948984903696,0.0011923071777554112,0.004953201734581848,0.08633928025418643,0.7148043273875199,1.0,1.0,0.24125215617625603,0.0,0.0,0.01033727709440126,0.0,0.30238509379864087
52,0.9757453609857427,0.9728006246746487,0.7146676132755403,0.8823589630291299,0.5442805686132498,0.6857957029774712,0.3997732223376297,0.3997732223376297,0.0,0.00631049283131757,0.11203100390656087,0.11209945583576279,0.0,0.40976437427490336
53,0.06459795691619533,0.0205622071837584,0.0008185431721894515,0.00319561402231087,0.06047579338574184,0.6464507308084091,0.429202400541495,0.429202400541495,0.2793616612853025,0.0,0.017408970953771252,0.01014779543686641,0.0,0.1439450614105602
54,0.07867120734710394,0.6337844872462259,0.04931442289437271,0.2534047033673521,0.4768823157284778,0.4629387537660711,0.307765142666826,0.307765142666826,0.0,1.0,1.0,0.3744262773316276,0.0,0.36672611983897974
55,0.42786155964219685,0.5084591358667362,0.45686295632541696,0.6343917937705634,0.26267055554867025,0.6895450071991274,0.47031052823899444,0.47031052823899444,0.05193962865683336,0.0,0.0,0.2044717598417268,0.0,0.2571209336130132
56,0.03228160407484963,0.06637168141592921,0.012187509512480823,0.005386357181078057,0.09826856295707366,0.914632173616548,0.8445865940908758,0.8445865940908758,0.5577423266987457,0.0,0.0,0.03025390465306438,0.0,0.2570197097766578
57,0.03363680596819638,0.013925039042165598,0.0009231970937479203,0.003515175424541957,0.06047579338574184,0.5792055984479457,0.12282494058308353,0.12282494058308353,0.0,0.0,0.01521174392992336,0.0,0.0,0.05472189102114574
58,0.6796511261205668,0.689614783966684,0.027882794815220588,0.556353902314157,0.6191933693911039,0.692057558372409,0.5855919070296035,0.5855919070296035,0.0,0.0,0.0,0.1925238960691175,0.0,0.40764358955088464
59,0.06504969088064425,0.012883914627797845,0.0005326137079314924,0.004473859631235218,0.11200227497636399,0.8559908396083786,0.5550141842414815,0.5550141842414815,0.769564937451185,0.0,0.014157825717632622,0.0,0.0,0.18885579018146464
60,0.027799013196856515,0.06129619989588744,0.357669726409849,0.03888662781443399,0.14443892793645524,0.6781349490277804,0.691463751327629,0.691463751327629,0.01488118975254659,0.0,0.0,0.23112550707295854,0.0,0.2243681858127061
61,1.0,0.9062988027069234,1.0,0.3422614956510282,0.7830142470250442,0.5186650891472228,0.2988875820943869,0.2988875820943869,0.0,0.0,0.23206628691712441,0.1848393507270906,0.0,0.4575775789379239
62,0.061922301895997886,0.04034357105674128,0.005419578080706414,0.0034028296510262308,0.014040716620722446,0.42614309956468527,0.2646218625246613,0.2646218625246613,0.0,0.0,0.0,0.0,0.0,0.08571431119907338
63,0.05757870608398906,0.013925039042165598,0.0004223533262895344,0.0007989035055777175,0.10207791373614689,0.5758846415997793,0.19849811905867798,0.19849811905867798,0.15945379850377756,0.0,0.038079020562554224,0.0812771009551359,0.0,0.09216864503714524
64,0.4913128094879428,0.7242321707444039,0.8572613867220742,0.20034128135161797,0.7024798369334018,0.35381058583168606,0.08647201364710526,0.08647201364710526,0.0,0.18244289735880073,0.12514594622107114,0.14396395390416086,0.0,0.2783049323408443
65,0.5728681644542206,0.5015616866215511,0.18492067646278362,0.04164908696545919,0.22655299359439918,0.44095118656629784,0.024909874211417615,0.024909874211417615,0.0,0.0,0.0,0.04903364320971598,0.0,0.15239139767855728
66,0.7338591929587528,0.11855804268610087,0.5048579934761867,0.8198347774238537,0.44406347661948653,0.6811708970382763,0.5080934370883029,0.5080934370883029,0.002977989148269206,0.0,0.0,0.13267926596197763,0.0,0.3581415964592069
67,0.008443950258545167,0.05478917230609046,0.004920603133275858,0.0020971217021415085,0.08353004043849399,0.5831267259266139,0.12005609452543395,0.12005609452543395,0.0,0.0,0.0,0.06164470059876298,0.0,0.05209653169189697
68,0.13166307625361168,0.057391983342009255,0.215718828368538,0.08132962507464876,0.24097041591120347,0.5533394354051886,0.4731428231040178,0.4731428231040178,0.49396955655928176,0.0,0.0,0.0,0.0,0.2030702670694343
69,0.09243171887954792,0.11452368558042686,0.0054008898804281166,0.009093768793605793,0.1210502659984941,0.49663069747512933,0.779212815149067,0.779212815149067,0.09844006173633549,0.0,0.00871938405135491,0.01014779543686641,0.0,0.25570835840407935
70,0.13812634682188082,0.03722019781363861,0.282247891434433,0.19414478494997203,0.14067656730367117,0.6906262107801656,0.4617306773644505,0.4617306773644505,0.3715917313598957,0.0,0.009822964131457187,0.00948460990497946,0.0,0.18119763095895033
71,0.8128431503239265,0.5391723060905778,0.5403244599643406,0.08304102561877107,0.6464908422520584,0.46469269124234946,0.005911865704479326,0.005911865704479326,0.0,0.0,0.0,0.05140216433312915,0.0,0.2778589668205992
72,0.06247828215993502,0.03956272774596547,0.001027851015306389,0.0017575877122709784,0.11200227497636399,0.6839993725646023,0.3496606504045556,0.3496606504045556,0.1213180254283331,0.0,0.018502618180033292,0.061455219480198185,0.0,0.13310509566866027
73,0.028181249628313292,0.03487766788131176,0.003535807492653978,0.0027162719189642395,0.0,0.6249200646683812,0.650689121919548,0.650689121919548,0.23685525960363246,0.0,0.01958633566013581,0.030064422995529527,0.0,0.18562345612410242
74,0.14834248417172557,0.19937532535137956,0.5381472852299413,0.22527830426761541,0.3172396631459674,0.6738138371435041,0.4951325562302724,0.4951325562302724,0.04043058208356062,0.0,0.0,0.0,0.0,0.22824302608410602
75,0.0800264092404507,0.021082769390942276,1.4950560222638385e-05,0.0017575877122709784,0.13576059430900494,0.6421142569314775,0.4308031939132737,0.4308031939132737,0.24577169264833507,0.0,0.01848275586254996,0.010432017923168684,0.0,0.16331026870789567
76,0.1398985339131804,0.2585892764185321,0.031198081664195132,0.39264983785166857,0.31310607867336476,0.6851549886366959,0.4424089318029401,0.4424089318029401,0.0,0.08755159373690054,0.32371748270166745,0.6427323057484002,0.0,0.26566468523330017
77,0.03353255966870817,0.021733472149921974,0.0006522181897125996,0.003515175424541957,0.14578520162235556,0.9911937316582151,0.43190455185556004,0.43190455185556004,0.6730343091032663,0.0,0.021783561977692635,0.05111794049940175,0.0,0.15843571563516431
78,0.7525192872389058,0.5991671004685059,0.419829487533051,0.05737250645678608,0.5372805767963367,0.4670877292523627,0.003762835622453562,0.003762835622453562,0.0,0.0,0.0,0.11285737882785439,0.0,0.24364783227055542
79,0.8121829170887381,0.6523945861530452,0.7000431618487472,0.11084536421828671,0.7489525049733856,0.5045968251058289,0.0006474745256102534,0.0006474745256102534,0.0,0.0,0.0,0.1525011525571308,0.0,0.2982705359972423
80,0.038015150546701286,0.05530973451327434,0.35946940236913427,0.2781969224664724,0.573453743743684,0.6111473679260574,0.25630718348205916,0.25630718348205916,0.0,0.0,0.0,0.06221314759250521,0.0,0.19929167863501315
81,0.04725832243465607,0.015877147319104692,0.0006447429096012804,0.00666834773007515,0.18347772512055388,0.603300933768509,0.9252947822749014,0.9252947822749014,0.38389782516709764,0.0,0.0,0.0,0.0,0.29984453726775295
82,0.8254222104672674,0.9184018740239458,0.7515394366107792,0.26815195972979244,1.0,0.5158546069090925,0.10419459380253474,0.10419459380253474,0.0,0.0,0.4938100260712657,0.10289906733914551,0.0,0.4651433495295956
83,0.02696504280095082,0.034487246225924,0.0,0.0036749561256575005,0.08824395564372305,0.7927219239703188,0.7855362697505494,0.7855362697505494,0.25241086229627946,0.0,0.0,0.0,0.0,0.2378556136716324
84,0.9619153474724644,0.6344351900052057,0.915391966602678,0.27174952319681206,0.7134403355707625,0.29510636381738503,0.2314184594977985,0.2314184594977985,0.0,0.0,0.0,0.030538127813079217,0.0,0.3790004910063764
85,0.024636875445714086,0.03149401353461745,0.00043917270654000255,0.0017575877122709784,0.0743097514781657,0.6976650771534536,0.7608915615405492,0.7608915615405492,0.15253435873548454,0.0,0.01087688389758828,0.0,0.0,0.22956782993958735
86,0.3253179519362134,0.6858407079646018,0.4808305734215431,0.4025387645077442,0.8533212048817324,0.3900215443196418,0.24280945334434467,0.24280945334434467,0.0,0.0,0.20448670809222003,0.05130742175270907,0.0,0.338447204816821
87,0.1534158040801519,0.07326913066111394,0.056145894805115754,0.25386906315391655,0.1876911933831769,0.5234895221004885,0.4067197423909078,0.4067197423909078,0.0829983205318384,0.0,0.05079557092328151,0.08146658598123356,0.0,0.1857019650290355
88,0.04065605680040266,0.015486725663716637,0.0024687112567631634,0.004314078930119675,0.14177535869701532,0.8906660681150468,0.7681016337893919,0.7681016337893919,0.8247803765936208,0.0,0.013074110215145101,0.0,0.0,0.24907588405581638
89,0.33313642439782926,0.20406038521603326,0.381123418237531,0.045079378509059825,0.316041410004766,0.0,0.1401896209757852,0.1401896209757852,0.0,0.1196420620267011,0.1417393664072434,0.1526906369095159,0.9968454340196438,0.18612243347737475
90,0.055181041195760186,0.05908381051535641,0.004090847040919428,0.0033553947234264137,0.050872532848530494,0.6595468887861928,0.31433749610672973,0.31433749610672973,0.0,0.0,0.0,0.020769295691282507,0.0,0.1060339307450667
91,0.5830148020471523,0.4729307652264444,0.29066972655756057,0.0364150205414389,0.16163034655702038,0.5126920838713278,0.0888113814054659,0.0888113814054659,0.0,0.0,0.0,0.04153858990039738,0.0,0.1576345034033048
92,0.07050524722052734,0.039302446642373826,0.031182196275342893,0.7387835146172148,0.16298366754186197,0.6889590077996559,0.4530304396967846,0.4530304396967846,0.7042156184552206,0.0,0.0,0.010432017923168684,0.0,0.17050758917364317
93,0.13631941096408515,0.06350858927641848,0.03790994897355258,0.014148081737134251,0.0803487943623822,0.6882345216369892,0.42014100978261865,0.42014100978261865,0.851039233848065,0.0,0.014177690012730951,0.0,0.0,0.15733999685207506
94,0.024741121745202297,0.016397709526288273,0.0011979136378389005,0.006071666642390653,0.04654158922018448,0.360703194580115,0.09107428818780357,0.09107428818780357,0.0,0.0,0.0,0.01014779543686641,0.0,0.03902032916182906
95,0.5923622180106742,0.49128058302967204,0.41618435137766824,0.046783290131720855,0.22043954897691767,0.4921090970475032,0.04066562983728933,0.04066562983728933,0.0,0.0,0.0,0.11352056907572924,0.0,0.1586830032461777
96,0.4544443682356119,0.07717334721499214,0.027368869307567392,0.3257029754867069,0.30416773480110665,0.6871822738314494,0.44501835279153945,0.44501835279153945,0.0,0.5159399680550586,0.9058712400245251,1.0,0.9936908292758815,0.41507915579164045
97,0.01563694492323179,0.024986985944820465,0.0009680487744158354,0.0033553947234264137,0.10809267812415725,0.6815298576980405,0.6634710523235738,0.6634710523235738,0.6464688969451958,0.0,0.0,0.039643770764941154,0.0,0.20687887440868385
98,0.029397456455675763,0.03136387298282133,0.0020145879900005225,0.00839722489554864,0.10809267812415725,0.9138109493258412,0.7309222789585366,0.7309222789585366,0.7503569214589149,0.0,0.0,0.07198197971430192,0.0,0.22761739113031956
99,0.2515810716554725,0.6713951067152525,0.10258794131671405,0.35340869852400286,0.6983478160990478,0.580889546852011,0.2757346728911989,0.2757346728911989,0.0,0.22497895414254063,0.5586949915829457,0.18512357523453057,0.0,0.36095221660823074
100,0.05938564194178473,0.02693909422175956,0.0030424390053069112,0.001597807011155435,0.05847087192307172,0.7562071001183994,0.7131151058073337,0.7131151058073337,0.2625885613331903,0.0,0.0,0.09019326831287602,0.0,0.2172022435747743
101,0.1516436169888523,0.6495314940135345,0.2392930598654441,0.1309078295886159,0.7346384664318039,0.47457784059615743,0.01174564350840303,0.01174564350840303,0.0,0.6640000568547335,0.6186348084643291,0.10053054796738502,0.0,0.2897806021778106
102,0.7331294688623353,0.7494794377928162,0.9806960160472519,0.26833795788746984,0.8064592983816036,0.6031948047534529,0.03581933150535954,0.03581933150535954,0.0,0.16975174982792834,0.19380736519028696,0.17175459067637414,0.0,0.33920844745602846
103,0.11807630855364805,0.35853722019781364,0.140750178601934,0.23821430289984144,0.38153890411407865,0.12210147027055952,0.2870427000418053,0.2870427000418053,0.0,0.23886307216947414,0.9686858960512953,0.4422396558641749,0.0,0.3420754418383106
104,0.07477934549954403,0.10788651743883376,0.03472454493710548,0.9258255611579713,0.23729028633024227,0.6898832236578674,0.41759829519865255,0.41759829519865255,0.024743583502658772,0.193777353387374,0.24619650279863456,0.47381994020453394,0.9905362374532545,0.21865242739949464
105,0.035339495526503846,0.023165018219677192,0.0015978411237944773,0.001597807011155435,0.10999735351369387,0.40485912410290464,0.29433899116978907,0.29433899116978907,0.0,0.0,0.0,0.020674554054060008,0.0,0.10988725652824093
106,0.041385780896820136,0.03409682457053624,0.002231371113228779,0.004968181175311431,0.07040015462595894,0.8334585997569612,0.646231634395883,0.646231634395883,0.0,0.0,0.019606196565037003,0.13296349046941758,0.0,0.20173551382093127
107,0.6523038446642382,0.4197032795419053,0.2155786696173539,0.03272633299015208,0.18845948480120614,0.5314656171265413,0.07911064855719566,0.07911064855719566,0.0,0.0,0.0,0.0,0.0,0.17247408748438528
108,0.028528737293273997,0.01743883394065573,0.0037339024156039366,0.006012997086309438,0.08960902546833588,0.6040124800561757,0.36055221007100774,0.36055221007100774,0.0,0.0,0.0,0.019821886056183135,0.0,0.1224336489443984
109,0.05497254859678376,0.046199895887558566,0.2967461927849708,0.20076195581625178,0.40889355332530564,0.6777440454255766,0.30578204389434965,0.30578204389434965,0.027826678150278717,0.0,0.0,0.05140216217724895,0.0,0.1803965824439797
110,0.02050177223268168,0.009890681936491293,0.0014931872022360087,0.0023967105167331526,0.07230483001549556,0.6843612985939048,0.17514674005528813,0.17514674005528813,0.721820778385206,0.0,0.0,0.0,0.0,0.06676755188019294
111,0.02637431377051762,0.019130661114003182,0.0015884970236553285,0.0007989035055777175,0.1496947984745623,0.8942942095645265,0.7663381604583328,0.7663381604583328,0.7700379178038897,0.0,0.0,0.05121268200188174,0.0,0.24568676832472372
112,0.12415734269046041,0.08198854763144196,0.3340403652603422,0.8447480783382793,0.22068468170201178,0.682459195169814,0.5013421292379672,0.5013421292379672,0.08262167847843198,0.0,0.0,0.34294073638014366,0.0,0.20514681768692297
113,0.028250747161305434,0.017959396147839608,0.0025827092784607808,0.003834736826773044,0.09835314658374081,0.8156751628204006,0.6570662573259852,0.6570662573259852,0.1051492792946741,0.0,0.0,0.0,0.0,0.20518020186688296
114,0.0,0.03175429463820909,0.005169156196977221,0.0035351480121814,0.051570339748848455,0.4899173131610264,0.11122408471641299,0.11122408471641299,0.0,0.0,0.0,0.031011830609491222,0.0,0.041406183012413285
115,0.14823823787223736,0.03188443519000521,0.0601190061842819,0.04580712989486501,0.11755183463050099,0.46468115330048076,0.42990193227925566,0.42990193227925566,0.41046324853642135,0.0,0.0,0.0,0.0,0.1676256881392703
116,0.043366460587096166,0.009500260281103533,0.0002877982842857889,0.006071666642390653,0.12403180375238473,0.533901139322987,0.7407368880906525,0.7407368880906525,0.1430923757715221,0.0,0.0,0.07169775453314942,0.0,0.23607817056267857
117,0.047432066267136426,0.03019260801665805,0.00758367167293332,0.0011184649078088045,0.07601080203164987,0.485337996679773,0.08874142646170927,0.08874142646170927,0.0,0.0,0.0,0.07056086377948524,0.0,0.048543260606856535
118,0.7781291281465099,0.4079906298802707,0.26861951845117443,0.037337504257276895,0.21839938500477676,0.48848486622894266,0.14319435932549834,0.14319435932549834,0.0,0.0,0.0,0.010432017923168684,0.0,0.2176929883366109
119,0.035825978257448834,0.0411244143675168,0.1780742575799524,0.127609856533995,0.3739108014791937,0.6746703724007657,0.34867479410890007,0.34867479410890007,0.06280929745645576,0.0,0.0,0.062307885052709844,0.0,0.18136125394990177
120,0.1980332202611066,0.1910463300364393,0.036005621006380564,0.28721454706392646,0.43730078530197364,0.5128155460010693,0.3544695305134004,0.3544695305134004,0.0,0.04382257394236286,0.5006180075118123,0.3638995172322663,1.0,0.307709323965625
121,0.12589478101526394,0.022123893805309734,0.009920631177536724,0.03660475993227676,0.08928949060899248,0.630772701302733,0.6584409252628376,0.6584409252628376,0.9117639220838527,0.0,0.0,0.0,0.0,0.22015260066421433
122,0.0488915144599714,0.05075481520041645,0.0033040738092030833,0.0030358333211953263,0.07240507608862908,0.7609979990768893,0.8502739578491169,0.8502739578491169,0.159891743690032,0.0,0.0,0.020579812686322536,0.0,0.25584215621656653
