Configuration,atari_battle_zone,atari_double_dunk,atari_phoenix,atari_qbert,atari_this_game,box2d_lunar_lander,box2d_lunar_lander_continuous,brax_ant,brax_halfcheetah,brax_hopper,brax_humanoid,cc_acrobot,cc_cartpole,cc_continuous_mountain_car,cc_mountain_car,cc_pendulum,minigrid_door_key,minigrid_empty_random,minigrid_four_rooms,minigrid_unlock,Prediction
14,0.9527988576623194,0.11429365962180196,0.933713240795,0.05781809901494074,0.694882631606165,0.7785293399604105,0.7524412204781361,0.9999999999994694,0.9999999999999728,0.9999999915829826,0.9999999999997592,0.7715860776707986,0.8735859547089421,0.5029996015131026,0.0,0.2724898457958967,0.9998862672014417,1.0,0.5783344628453545,0.1980503728734717,0.6411710684811973
15,0.024929198279780428,0.0022246941045604967,0.7291907291545595,0.04990735423361078,0.3122771739327886,0.9376897643497807,0.7894263192634043,0.9999999999994671,0.9999999999995505,0.9999999702428337,0.9999999999997142,0.9698301611656974,0.8858361549570033,0.5681552556073859,0.0,0.608367425687754,0.08109670123627687,0.9791139262642616,0.1183425542281694,0.0,0.5864470541926862
16,0.04814516974930946,0.008157211716722242,0.6998097678254234,0.006574069559629915,0.19716818684800055,0.7990884226998998,0.4921194662761991,0.999956155752773,0.9999999942038784,0.999995622644489,0.9999961989881746,0.5370549198973444,0.4422350359752321,0.3194499901296853,0.0,0.16422574709291496,0.0,0.21353937251371952,0.015807801131545555,0.0,0.4241291169342097
17,0.025034089717142757,0.017426770485724837,0.6980233333316198,0.010605164814250069,0.11081475806157559,0.8095278579505577,0.9348047352247472,0.9999999999992786,0.9999999999299847,0.9999999954883967,0.9999999853485708,0.9366510053635769,0.746649660181731,0.3620985083740711,0.3932122027386708,0.9517127446345361,0.0,0.6672136905000443,0.04124712929467637,0.0,0.503162890941077
18,0.026712352714940036,0.006581386725991759,0.6939934694735048,0.007248333104207343,0.13184199516688835,0.8642235776891882,0.7666206790913408,0.9999999263647795,0.9999999977305287,0.9999999928311152,0.9999999195474649,0.7089711536250175,0.44643678677092236,0.09291014621090453,0.0,0.016714684061498942,0.0,0.11192542187779954,0.030303684686838958,0.0,0.4022600639568745
19,0.03167721408342366,0.011679644048943186,0.6985011006962417,0.005731240128908132,0.1879540042962343,0.9470172231389197,0.9418173563591555,0.9999999999995515,0.9999999999998559,0.9999999861152699,0.9999999999997548,1.0,0.9191683742761566,0.6448720090117707,0.7814634574836125,0.25801085577969335,0.0,0.4325557611017864,0.010603320157908288,0.0,0.5015790354699822
20,0.7816859527988532,0.024008157211716598,0.8121456843987973,0.04630689269751746,0.5067698887987147,0.6729521341328931,0.7949106557958932,0.9999999999996763,0.9999999999999817,0.9999999844389826,0.9999999999999375,0.9480162798382034,0.8146069350758114,0.9755901635838006,0.0,0.2857985930006916,0.024361222220394538,0.9482191297220954,0.4353300112234352,0.00107933085808127,0.6020183770935662
21,0.6882626503968392,0.06043752317389676,0.7088129119855842,0.04841001529222976,0.37704593828346084,0.3699757757719055,0.08686651837338094,0.9999999999994726,0.9999999999999671,0.9999999655713855,0.9999999999997616,0.969866679636988,0.20315856223898252,0.9151134473485443,0.0,0.2403893985286569,0.9999766727476626,0.9856370953266927,0.45070588379764515,0.0010724995978764204,0.5243793421620506
22,0.027621411838746897,0.011216166110493057,0.7323464173294971,0.035886096888664135,0.10858319763416696,0.9034275936635117,0.8340559296616675,0.9999999999994637,0.9999999999729154,0.9999999690182357,0.9999999999886002,0.971398726974365,1.0,0.503910559209908,0.04041576552160282,0.2802699750754353,0.0,0.9420664439655894,0.046403022097758026,0.0,0.5652846574810315
23,0.015558896542078949,0.0217834631071561,0.6977394425787286,0.006236937787341202,0.08083636344729034,0.781391949475447,0.37617603896967944,0.9999813785871114,0.9999999979441258,0.9999063444595468,0.9999553811810806,0.0,0.0,0.27063580099942963,0.0,0.13446848616041063,0.0,0.011941240595271466,0.02534215251307101,0.0,0.33511090486379325
24,0.04174679207020734,0.022432332220986114,0.6978086842257752,0.008765426079506554,0.06864215330541455,0.9633976124831333,0.8237070057383379,0.9999999999993306,0.9999999999697942,0.9999999747937919,0.9999999995810778,0.9411229801323892,0.9215502705904269,0.28125930421823886,0.11490835225875523,0.8893296115016177,0.0,0.8543972792766866,0.031226885841823596,0.0,0.5400553983215393
25,0.022936260969896156,0.023081201334816337,0.6996678224489777,0.002697054178309709,0.06449189499859434,0.7693340325875645,0.5391097247998842,0.9999943368082823,0.9999999998795299,0.9999999315526622,0.999961523354588,0.09996475502391437,0.4641051774082866,0.347896374194332,0.0,0.13480181928517587,0.0,0.015926497289176722,0.010506141052591409,0.0,0.38225818640661646
26,0.7039613977133667,0.028179458657767765,0.7165402824548694,0.24639196621459564,0.958516789750613,0.9393381980509353,0.8228427236317898,0.9999999999999165,0.9999999999999549,0.9999999959426895,0.9999999999999646,0.9713640351278384,0.8554892674235874,0.9504747291346664,0.0,0.29593021298003747,0.013363706488775435,0.7273654771373772,0.24538803272954948,0.0,0.6405430819821836
27,0.4572917053249886,0.02465702632554682,0.7158201648941188,0.09149308487782556,0.7043607603236538,0.9234658928197004,0.8275666284155192,0.9999999999994515,0.9999999999998335,0.9999999611174233,0.9999999999997393,0.9721839243597467,1.0,0.5294606329421808,0.0,0.44929315942206804,0.35425977491795946,0.9994042590251997,0.031761371957643544,0.0,0.6557351116060147
28,0.3421209048634663,0.01798294401186491,0.6944244986155835,0.01619022649463174,0.2566044627696527,0.3332136995390415,0.7770212681409697,0.9999999999994753,0.9999999999999676,0.9999999634442558,0.9999999999997868,0.20823617556532267,0.25624491447622966,0.5024807846295772,0.0,0.27653948014592167,0.0,0.8950167059388325,0.2790497971166335,0.0032379925322728697,0.5014130340202084
29,0.21509737421768468,0.10511679644048931,0.6909537607250104,0.11524375540763576,0.23875290903777704,0.899382073381651,0.9394420645854147,0.9999999999995971,0.9999999999999292,0.9999999845538973,0.9999999999997625,0.9794899138776576,0.9122455921066248,0.5986478319012337,0.0,0.326134290928035,0.0856978524388758,0.9937892272950568,0.010603320157908288,0.0,0.5808956322446022
30,0.045522883815251214,0.020022246941045523,0.698317610331568,0.0,0.11081475806157559,0.7442766461384075,0.7675191448220442,0.8013929043925603,0.9997363038175321,0.0,0.9856585373919587,0.3839779552311987,0.08911571844584448,0.0,0.0,0.018180128168894045,0.0,0.03985983333546612,0.0,0.0,0.3522227185936256
31,0.19394426768294815,0.025398591027066986,0.7007791502193567,0.203293090947546,0.0,0.977296993538478,0.9206663562233729,0.9999999999994698,0.9999999999999682,0.9999999692368376,0.9999999999997712,0.9729910342303019,1.0,0.6403847563572099,0.0,0.3252628095599514,0.6837895432092724,0.8862211973169922,0.04703468697336915,0.0,0.5428975359807838
32,0.5215901541904129,0.018631813125695132,0.6922416558032246,0.04199397604858112,0.39508391855446773,0.0,0.49073296342051287,0.9999999999994866,0.9999999999999745,0.9999999643434921,0.9999999999999086,0.963000767615976,0.48239450482509144,0.9964346345663202,0.0,0.273530961271187,0.018081510544279433,0.9422852014922924,0.3222891039442429,0.002138168033480186,0.5506807473593645
33,0.009580084612426138,0.017797552836484817,0.6994947183313611,0.0055626742427637745,0.06415319257506688,0.7630707119083587,0.5160489645931476,0.9999999364213668,0.9999999996877101,0.9999989049300417,0.9999959866144673,0.11353588984533164,0.2609338740874837,0.30333790711717307,0.0,0.19487091361452194,0.0,0.024675173580066233,0.04630584195586402,0.0,0.36193888657503587
34,0.09961190168175937,0.044864664441972436,0.717443884176242,0.016369327816086472,0.2464286243362895,0.4507081278616066,0.7633740850294692,0.9999999999994748,0.9999999999999674,0.9999999624359844,0.9999999999997615,0.8266375480942091,0.21577018852964078,0.5039387872601532,0.0,0.27534955491057544,0.0,0.12824826236532838,0.20346604888236494,0.0,0.3960379871144291
35,0.024719415405055768,0.008249907304412184,0.6983383828256821,0.009102557851795269,0.12947938425617905,0.8373938361472186,0.5516889524050479,0.9999994291438492,0.9999999999002257,0.9999999653079488,0.9999998424728674,0.7183606535218379,0.608459872594022,0.268583897932351,0.11727069644703701,0.36989352649665175,0.0,0.0782811982271774,0.03536239458382095,0.0,0.4146301512138539
36,0.047900423062130694,0.01705598813496465,0.6982726032609877,0.008299236084351744,0.20201153921495463,0.9900761021927519,0.8248359941975915,0.9999999999994509,0.9999999999825322,0.9999999687446531,0.9999999999996692,0.9714699443041774,0.8528255522703643,0.546017649771816,0.0,1.0,0.0,0.9622195763007709,0.01045755184545868,0.0,0.5654112502610192
37,0.8923813875039334,0.056915090841675814,0.6811335629139664,0.05286252479022633,0.6305467022995567,0.8895184532596679,0.8990709595265407,0.9999999999994713,0.9999999999999671,0.9999999757581653,0.9999999999997439,0.3036431301671634,0.8332529268824703,0.8726811623204018,0.0,0.29463218540659303,0.9998862672014417,0.9998401797820915,0.49554865311902285,0.07027604964607109,0.6279377106893195
38,0.4395300885983007,0.032906933629959216,0.6980337193571036,0.02288150213996752,0.33578976903606567,0.47156222617675647,0.7721616487944433,0.9999999999994854,0.9999999999999758,0.9999999641142133,0.9999999999998935,0.6589668601218894,0.29938016307073567,0.5029940209074933,0.0,0.2765535503531619,0.0,0.3438299224110235,0.36962072741827273,0.006431582271938151,0.44532625891536437
39,0.6787175295968672,0.02317389692250649,0.6929981180275434,0.27721713648080587,0.6774316124832873,0.9141182298051203,0.9480387921996885,0.9999999999994694,0.9999999999999671,0.99999996769331,0.9999999999997323,0.973179118147706,1.0,0.5039260260459694,1.0,0.2976674896019601,0.8219898608101862,0.9999491405979769,0.08351464265043704,0.001082746453207911,0.652054553474025
40,0.7673857535051223,0.019280682239525358,0.6649829409852711,0.21033203696951952,0.6079680803658356,0.9814756339032197,0.926291892415159,0.9999999999996283,0.9999999999999624,0.9999999942364112,0.9999999999999712,0.9739770972317726,0.8031846748536391,0.9566441671507813,0.0,0.31585662116535324,0.0,0.5880598742757195,0.20423808634097276,0.0,0.5680857180591544
41,0.007761966364812419,0.015387467556544224,0.7125987000349394,0.014795607322693582,0.2251651261399058,0.9437422318011353,0.6695022359229377,0.9999999999493542,0.9999999999989659,0.9999999685778632,0.9999999997720709,0.9488270441269524,0.9372650513715807,0.8099586138440581,0.0,0.16394162562432582,0.0,0.4692892274319617,0.0,0.0,0.5134457040915104
42,0.6219362936960247,0.04078605858361142,0.7053387100184992,0.20226194355212593,0.41004220006420145,1.0,0.9746499699271595,0.9999999999997813,0.9999999999999731,0.9999999912594433,0.9999999999999678,0.9737470161374514,0.9131085488105644,0.9505230679818562,0.0,0.3347742638292652,0.003928100244279448,0.5489120266925119,0.16065865886421704,0.0,0.5470069766161277
43,0.30470962329988466,0.006766777901371853,0.6782860018409725,0.01568452890362502,0.18707263820252146,0.5772930972930265,0.7381498070482325,0.9999999999994766,0.9999999999999671,0.9999999637620981,0.9999999999997637,0.96406900302118,0.2518791660178547,0.5035788441705162,0.0,0.2654239111596301,0.0,0.9395971752062175,0.2849831231077759,0.0042934140845645175,0.49706294579600996
44,0.6774588256354673,0.07044864664441973,0.7139471801140932,0.04214147146866285,0.35897750159520386,0.3030895583548013,0.5213476521443078,0.9999999999994726,0.9999999999999679,0.9999999692007252,0.9999999999997677,0.9724833973277822,0.14056053937850976,0.9302419095879912,0.0,0.21600282752256816,0.9999591845670673,0.9872354049632228,0.47697123953885495,0.0010724995978764204,0.5154737070830573
45,0.01286668298311248,0.008249907304412184,0.7093356879717992,0.09231747825757974,0.22303877632026742,0.9703571900457659,0.8820973151407415,0.9999999999994635,0.9999999999999789,0.9999999709037535,0.9999999999997627,0.9777880441958534,0.9283424973291237,0.5506229468445843,0.0,0.3550535227981,0.896042734572287,0.9779281240605706,0.08186259993320436,0.0,0.5783405958478768
46,0.11468130484948079,0.024749721913236763,0.6986465081550397,0.014686302830327087,0.28375787672549646,0.7042964642692714,0.7234279361528707,0.9999999999994847,0.999999999999967,0.999999962963773,0.9999999999997587,0.4840796627031141,0.20288311149535643,0.5039547737349042,0.0,0.25548487380746265,0.0,0.22508266574663807,0.2761344270668586,0.0021518303860061233,0.4124702367101224
47,0.0339148980804867,0.013811642565813742,0.6982345203551121,0.006574069559629915,0.1832287824748157,0.8042948394134815,0.4986389442224782,0.9999982733321631,0.9999999533973366,0.9999997554110872,0.9999466045476194,0.0,5.731836050382694e-05,0.1899706738464276,0.0,0.23935700834431997,0.0,0.03583825230550335,0.015807801131545555,0.0,0.3524878465020593
48,0.5420439844760673,0.02363737486095662,0.7430494414873473,0.18207222709740983,0.5473357314893313,0.9860695164555119,0.9199832029814012,0.9999999999997573,0.9999999999999791,0.9999999837068209,0.9999999999999633,0.970175283391512,0.9676788194965219,0.9497879536300409,0.0,0.30847028061575577,0.025920213934463462,0.6008164348020009,0.26216762145900674,0.0,0.5786317096625706
49,0.5733365943848118,0.02984797923618819,0.7122974977624202,0.027913457073864383,0.31113924424179645,0.23938088029880153,0.539305720758126,0.9999999999994795,0.9999999999999748,0.9999999733961552,0.9999999999999364,0.9712069956507621,0.5392941254093885,0.9857515023287667,0.0,0.23849226870166665,0.011819298455221878,0.9252455587308483,0.338971508039972,0.004286582852340294,0.5427672017322622
50,0.5434775007866858,0.008249907304412184,0.7047934352608193,0.03289141799450679,0.2443456508716663,0.35543328491383436,0.23357627078670892,0.9999999999994765,0.9999999999999671,0.9999999625893328,0.9999999999997703,0.9699269407242138,0.24280535366224518,0.6452842185986615,0.0,0.2628393292645379,0.0,0.9244762729492875,0.2605155873799167,0.003224330151766305,0.5021193060104596
51,0.2991853409321353,0.10854653318502032,0.7127873807534757,0.3443866909249609,0.754586551179615,0.9393462856587268,0.8735723615876212,0.9999999999994644,0.999999999999972,0.9999999980968366,0.999999999999831,0.9721894042340389,0.7146293975044222,0.5875326633055167,0.0,0.3650372717393565,0.9890287367598205,0.9996222271529805,0.38878661066874337,0.1183131029017158,0.6326887191819945
52,0.01828607391349953,0.01622172784575454,0.6970989573435471,0.004888410698186347,0.17194639248129176,0.7530169082449519,0.7669964751084747,0.8197448716523411,0.9999909463831256,0.995886956081107,0.9913496734271284,0.5859690690160928,0.10000939384241589,0.16957400875085016,0.0,0.0479731552620862,0.0,0.02786773788444819,0.0,0.0,0.3604095901898536
53,0.6979476264466277,0.028828327771597988,0.6842442455693367,0.02643587196412249,0.23133929234325512,0.440603782870348,0.7841013407952351,0.9999999999994733,0.9999999999999671,0.9999999623213282,0.9999999999997489,0.9683328045061812,0.2347409752082169,0.5033341047008746,0.0,0.27248069105857714,0.0,0.9418154244075441,0.240723436019865,0.0,0.5017120093440466
54,0.181182476137198,0.017890248424174967,0.5530209392767462,0.048075517732757006,0.16506528908983004,0.998545854614233,1.0,0.9999999999995718,0.9999999999999685,0.9999999695314231,0.9999999999999869,0.9728924292156873,0.9047289224307443,0.9313522543405481,0.0,0.32879289293305725,0.0,0.49216591572080565,0.07334862950303182,0.0,0.5046191960539926
55,0.8737806370406629,0.14228772710418974,0.5576237805338381,0.05279667890951707,0.7703403674912862,0.8898929623087328,0.9171915610410444,0.9999999999994713,0.9999999999999698,0.9999999831387542,0.9999999999997471,0.27653556288884823,0.9056985554817848,0.5841140642969981,0.006890183148324163,0.27679327489345446,0.9998862672014417,0.9998765055646915,0.7132190499683592,0.19252051051302946,0.6550506850493049
56,0.23810356281248907,0.02419354838709669,0.7037253829659114,0.01906769883109874,0.18292053499190636,0.5992427509426614,0.7769290702938217,0.9999999999994821,0.999999999999967,0.99999996280945,0.9999999999997592,0.5022451175865618,0.22097820099956855,0.5037943243653255,0.0,0.2760122438202204,0.0,0.1718988104032053,0.2081360420125537,0.0010759152209836884,0.39341499303511174
57,0.6678088201111849,0.021598071931776007,0.6241026825397267,0.03976311213513164,0.39061526092098126,0.061275526169583615,0.3640160015162993,0.9999999999994853,0.9999999999999748,0.9999999667357398,0.9999999999999157,0.879212903018357,0.776780014743556,0.9882292989150653,0.0,0.2825924462439466,0.0,0.9325630346275882,0.30798758136378895,0.006462322767981054,0.5798156630437302
58,0.03192196077060243,0.03735632183908042,0.5025766622688214,0.05097406093984476,0.6874893191898096,0.8435485758823873,0.8173173623839426,0.9999999999994672,0.9999999999999666,0.9999999736932135,0.9999999999997174,0.2608681383271684,0.9533922145744668,0.16150144590156534,0.0,0.18303927303544765,0.8933978549067157,0.9997675106517322,0.6403023058319494,0.03532076009966185,0.6485206515611048
59,0.7851473702318101,0.019558769002595393,0.6264257397981418,0.03470350187739581,0.36329941628372076,0.4131700038142489,0.7409069233127541,0.9999999999996162,0.9999999999999775,0.9999999826014241,0.9999999999999195,0.930875236558279,0.41734931139950737,0.9904039151011694,0.0,0.2556040089277546,0.026759493963831333,0.9309897708416776,0.3435443251745753,0.0053693291796353855,0.5379301053764204
60,0.12653403727142407,0.015758249907304414,0.6264897944149248,0.03157449781812025,0.16859536114660995,0.8639815320158812,0.7642930502433906,0.9999999999994748,0.9999999999999819,0.9999999688194445,0.9999999999997508,0.9716854159063838,0.9990032984168987,0.9083900329949961,0.0,0.25961052744234026,0.0,0.6736577481516455,0.030303684686838958,0.0,0.5386422036407359
61,0.14240760812559,0.048850574712643514,0.16358340444210445,0.2594123607112269,0.9830002726376207,0.8891573424641079,0.8862450170377277,0.999999999999473,0.9999999999999657,0.9999999712552653,0.9999999999997434,0.9568360539518481,0.8307357001358125,0.55010194007809,0.0,0.24865455248467383,0.936851293556026,0.9994696427474437,0.4415548517258314,0.008590243806226616,0.6767233015204078
62,0.3800916074263137,0.02271041898405636,0.6986724738834689,0.018247257175126624,0.1919510611658341,0.5248266667356688,0.7665964630075179,0.9999999999994756,0.9999999999999676,0.9999999640977782,0.9999999999998375,0.47939951932515423,0.3107849251438134,0.9990161309422598,0.0,0.27305343752000927,0.0,0.9462543271705266,0.30594681255056894,0.0032209144307268423,0.5048153927188357
63,0.023146043844620816,0.004449388209121204,0.6981998995315888,0.003539883609031493,0.09911983405356455,0.7298892915819345,0.4978297863536105,0.999999955823588,0.999999995694903,0.9999999427696434,0.9999999972274787,0.0,0.4135869994315929,0.3133831552162858,0.0,0.14942688727518794,0.0,0.023889746450387415,0.0,0.0,0.3827939741948402
64,0.023146043844620816,0.018817204301075228,0.6992350621549361,0.006405503673485559,0.22303877632026742,0.7719935552381035,0.5315773049855509,0.9999782781028903,0.9999999999558624,0.9999999600781151,0.9999999772828428,0.16525118147942075,0.41271289636999636,0.48602412582505145,0.0,0.17149956023142712,0.0,0.039045345579707263,0.014981779081877795,0.0,0.4019350368212047
65,0.010489143736233,0.011401557285873151,0.6979610158492778,0.013552433878665776,0.3024225029201,0.6903401509081581,0.7166820145796942,0.9999999999994769,0.999999999999967,0.9999999629809468,0.9999999999997605,0.51403038019168,0.20647665579209995,0.5036665152848167,0.0,0.2530792116637926,0.0,0.22366678785421104,0.2038061795517568,0.002165492906415822,0.41526492769155715
66,0.4806475298066501,0.04912866147571376,0.5006690648634833,0.2598416794135628,0.9170391269116445,0.898637763433159,0.9176037989261883,0.9999999999994733,0.9999999999999657,0.9999999610245155,0.9999999999997444,0.9691910446774736,0.8846165425246508,0.5450918564526313,0.0,0.3173421500905181,0.901524626428172,0.9780798715379311,0.14144418882529364,0.002162077311289181,0.6704312784516337
67,0.7299744741792246,0.07879124953652207,0.4855414888238353,0.054916922201874226,0.760548449786997,0.8652819964305792,0.9340411457479662,0.9999999999994719,0.9999999999999671,0.9999999648636592,0.9999999999997431,0.3219400599616516,0.8643863588670708,0.6224939041682989,0.0,0.2792505491073466,0.9998862672014417,0.9999782181692695,0.6140369611475621,0.1534357555880376,0.6493464766985539
68,0.1437362329988462,0.4711716722284019,0.0,0.2907076733706376,0.9891522893636822,0.9356685061494227,0.8514391134455479,0.9999999999997257,0.9999999999999835,0.9999999977304507,0.9999999999999999,0.9146143471034861,0.4699914474637421,0.5396166276814099,0.0,0.24881598568601082,0.8910362008106981,0.999186339459918,0.5766878110202148,0.6556559099082461,0.6395293278038549
69,0.016467955665885808,0.011308861698183,0.6992454484019932,0.005394108356619418,0.11542184933745873,0.8031180690662966,0.7675191448220442,0.0,0.0,0.27023900304541537,0.9818570375521789,0.0,2.2290473529264423e-05,1.0,0.0,0.10955991836461301,0.0,0.0,0.041635847789098124,0.0,0.016081346789906314
70,0.4134121184573966,0.12597330367074516,0.3995052836096207,0.5506863136455143,1.0,0.9044384054641226,0.7995302444946814,0.9999999999994715,0.9999999999999676,0.9999999954759429,0.9999999999997848,0.9720962767563848,0.9879806587471799,0.5039337128564649,0.0,0.26375164378202887,1.0,0.999716660548911,0.5182183639961714,0.0,0.6956935933536235
71,0.015419041292262509,0.00852799406748222,0.6977671392375472,0.003539883609031493,0.06639767294024071,0.7642356852186173,0.6371565283706562,0.9999991191420495,0.9999999956540274,0.9999855728146743,0.9999464108422368,0.0,1.2737413445294473e-05,0.16255597104365757,0.0,0.10785473284246082,0.0,0.023897011813556353,0.07179376278138463,0.0,0.33465528983142295
72,0.10618509842313206,0.01900259547645532,0.6635254142857363,0.5640385705448335,0.13710249602276456,0.9456767617327612,0.8413004612187294,0.9999999999997997,0.9999999974524584,0.9999999782967441,0.99999999905804,0.9894893101098061,0.9608786221939876,0.9438380681964537,0.0,0.3937601067135837,0.07743983194058579,0.6826276054445939,0.12228370683268726,0.0,0.5314038090396899
73,0.4253347785042481,0.03244345569150908,0.47487481420416544,0.19901441576132572,0.4371928403148361,0.9006448366514408,0.9434827164149026,0.999999999999471,0.9999999999999671,0.9999999698914325,0.9999999999997424,0.9657014831666016,0.9925438360949638,0.49971117274971516,0.0,0.3438265409679162,0.9462775379984438,0.9995713656844682,0.30166553549612196,0.0,0.617752938964762
74,0.29016467955665887,0.015943641082684295,0.69590107684964,0.039771014099315966,0.11897038000076184,0.980034923922423,0.911179967915368,0.9999999986482522,0.9999999999837098,0.9999999811915609,0.9999999946937838,0.973631975005958,0.9860413885691267,0.7303602596960724,0.0,0.43440083810825936,0.0,0.48748320338103274,0.02023484995369921,0.0,0.5061575185910652
75,0.6886472500961505,0.03540971449758975,0.6798283596397233,0.02547451961099228,0.2528335142613878,0.3191380104763699,0.788915429019368,0.9999999999994742,0.9999999999999671,0.9999999630024304,0.9999999999997594,0.9560764246384997,0.2278834707541027,0.5494855307738343,0.0,0.2761149491617623,0.0,0.9271457586931381,0.2246240972268431,0.003197005152917848,0.5020763724166661
