Configuration,Score,Seed,Environment
17,-1198.2907901500562,0,cc_pendulum
17,-1214.2265765472437,1,cc_pendulum
17,-1250.629877654657,2,cc_pendulum
17,-1289.9850435678932,3,cc_pendulum
17,-1184.6389413766065,4,cc_pendulum
17,-1225.806615184145,5,cc_pendulum
17,-1306.5378169169255,6,cc_pendulum
17,-1144.9844488577637,7,cc_pendulum
17,-1232.146471775841,8,cc_pendulum
17,-1213.2804648972806,9,cc_pendulum
18,-1141.6589758546063,0,cc_pendulum
18,-1258.730130208341,1,cc_pendulum
18,-1215.4009040091264,2,cc_pendulum
18,-1294.145252325991,3,cc_pendulum
18,-1212.4798858143035,4,cc_pendulum
18,-1239.2137986306975,5,cc_pendulum
18,-1273.991507736822,6,cc_pendulum
18,-1205.222922651003,7,cc_pendulum
18,-1234.9146630776936,8,cc_pendulum
18,-1307.9587608920133,9,cc_pendulum
19,-1248.111403542849,0,cc_pendulum
19,-1313.2585358952822,1,cc_pendulum
19,-1492.514440332989,2,cc_pendulum
19,-1518.5764568060226,3,cc_pendulum
19,,4,cc_pendulum
19,,5,cc_pendulum
19,,6,cc_pendulum
19,-1343.9793699086297,7,cc_pendulum
19,,8,cc_pendulum
19,,9,cc_pendulum
20,-1250.3442127064454,0,cc_pendulum
20,-1256.9231732396645,1,cc_pendulum
20,-1245.8202443207442,2,cc_pendulum
20,-1296.0568891856806,3,cc_pendulum
20,-1222.0742687858033,4,cc_pendulum
20,-1270.7683643695234,5,cc_pendulum
20,-1227.8727938427364,6,cc_pendulum
20,-1205.944517422834,7,cc_pendulum
20,-1220.6645665593364,8,cc_pendulum
20,-1323.7427711285218,9,cc_pendulum
21,-1316.6133485600203,0,cc_pendulum
21,-1215.8992978936194,1,cc_pendulum
21,-1179.0526941362602,2,cc_pendulum
21,-1242.894099355738,3,cc_pendulum
21,-1274.2063878232707,4,cc_pendulum
21,-1230.9398599475744,5,cc_pendulum
21,-1268.2510683725448,6,cc_pendulum
21,-1214.8900005505873,7,cc_pendulum
21,-1203.68991218312,8,cc_pendulum
21,-1252.8356725188858,9,cc_pendulum
22,-159.6522050476164,0,cc_pendulum
22,-166.0676397888924,1,cc_pendulum
22,-201.22543076793312,2,cc_pendulum
22,-167.88532640612976,3,cc_pendulum
22,-170.11439611925277,4,cc_pendulum
22,-157.75496533818742,5,cc_pendulum
22,-167.19019546327485,6,cc_pendulum
22,-151.96753305636304,7,cc_pendulum
22,-159.70372055582686,8,cc_pendulum
22,-178.52581371981915,9,cc_pendulum
23,-1259.4621175048558,0,cc_pendulum
23,-1225.977373353115,1,cc_pendulum
23,-1225.64039215998,2,cc_pendulum
23,-1274.311654631348,3,cc_pendulum
23,-1210.4970515053933,4,cc_pendulum
23,-1179.4340301408993,5,cc_pendulum
23,-1265.3612500287068,6,cc_pendulum
23,-1207.449629504827,7,cc_pendulum
23,-1245.5487737519538,8,cc_pendulum
23,-1309.120399531362,9,cc_pendulum
24,-1202.787972278161,0,cc_pendulum
24,-1185.3620253058518,1,cc_pendulum
24,-1276.8177806399112,2,cc_pendulum
24,-1263.9126837407684,3,cc_pendulum
24,-1160.5024622092055,4,cc_pendulum
24,-1247.6883010742165,5,cc_pendulum
24,-1246.3438337152256,6,cc_pendulum
24,-1239.994900890742,7,cc_pendulum
24,-1216.9479458355324,8,cc_pendulum
24,-1258.6213452562426,9,cc_pendulum
25,-1481.4484793476286,0,cc_pendulum
25,-1801.5046146894097,1,cc_pendulum
25,-1750.3225092754035,2,cc_pendulum
25,-1401.3005676391435,3,cc_pendulum
25,-1604.8740537515307,4,cc_pendulum
25,-1647.0456820020454,5,cc_pendulum
25,-1672.15709900814,6,cc_pendulum
25,-1567.1111698524874,7,cc_pendulum
25,-1602.8518358522183,8,cc_pendulum
25,-1686.4681541490108,9,cc_pendulum
26,-1415.154492548937,0,cc_pendulum
26,-1554.1600782231822,1,cc_pendulum
26,,2,cc_pendulum
26,-954.338047292758,3,cc_pendulum
26,-1377.3187647675263,4,cc_pendulum
26,,5,cc_pendulum
26,-1402.9311045920904,6,cc_pendulum
26,-1556.7940413928843,7,cc_pendulum
26,-770.7838516084475,8,cc_pendulum
26,-1441.0865908140458,9,cc_pendulum
27,,0,cc_pendulum
27,,1,cc_pendulum
27,,2,cc_pendulum
27,,3,cc_pendulum
27,,4,cc_pendulum
27,,5,cc_pendulum
27,,6,cc_pendulum
27,,7,cc_pendulum
27,,8,cc_pendulum
27,,9,cc_pendulum
28,-1149.540301703711,0,cc_pendulum
28,-1199.3861631708187,1,cc_pendulum
28,-1283.7886540750767,2,cc_pendulum
28,-1277.8944516901524,3,cc_pendulum
28,-1194.1046357815617,4,cc_pendulum
28,-1222.0347723011137,5,cc_pendulum
28,-1270.540207388114,6,cc_pendulum
28,-1207.406435240148,7,cc_pendulum
28,-1179.5478983821993,8,cc_pendulum
28,-1228.729924966538,9,cc_pendulum
29,-1255.4450447276963,0,cc_pendulum
29,-1269.2909562947696,1,cc_pendulum
29,-1257.8284376412737,2,cc_pendulum
29,-1237.5015167309098,3,cc_pendulum
29,-1208.5420520873545,4,cc_pendulum
29,-1250.1397824236087,5,cc_pendulum
29,-1183.704355538226,6,cc_pendulum
29,-1244.696223678965,7,cc_pendulum
29,-1219.5010989709826,8,cc_pendulum
29,-1290.1338564682897,9,cc_pendulum
30,-1198.0468856792131,0,cc_pendulum
30,-1212.8702975459732,1,cc_pendulum
30,-1222.1308512489366,2,cc_pendulum
30,-1262.8244886574344,3,cc_pendulum
30,-1194.600215793388,4,cc_pendulum
30,-1149.3212413542278,5,cc_pendulum
30,-1307.9507067993231,6,cc_pendulum
30,-1208.1245719709486,7,cc_pendulum
30,-1187.5907905074353,8,cc_pendulum
30,-1337.6409444111396,9,cc_pendulum
31,-1220.8789227697653,0,cc_pendulum
31,-1193.4244175900903,1,cc_pendulum
31,-1201.348100495729,2,cc_pendulum
31,-1262.9664144212466,3,cc_pendulum
31,-1190.0611932301676,4,cc_pendulum
31,-1235.217514047392,5,cc_pendulum
31,-1266.1394701747902,6,cc_pendulum
31,-1191.1622906394116,7,cc_pendulum
31,-1155.759693406672,8,cc_pendulum
31,-1203.7080101654478,9,cc_pendulum
32,-1224.6660069528882,0,cc_pendulum
32,-1223.6991913483982,1,cc_pendulum
32,-1172.9178593931497,2,cc_pendulum
32,-1261.279331819802,3,cc_pendulum
32,-1196.7917999036538,4,cc_pendulum
32,-1180.1555091300297,5,cc_pendulum
32,-1253.145478803744,6,cc_pendulum
32,-1292.5826245243072,7,cc_pendulum
32,-1217.251319038678,8,cc_pendulum
32,-1189.2442542974986,9,cc_pendulum
33,-1338.1424784341193,0,cc_pendulum
33,-1333.5196499055105,1,cc_pendulum
33,-1286.2043266245018,2,cc_pendulum
33,-1276.3165861066805,3,cc_pendulum
33,-1183.4313033936198,4,cc_pendulum
33,-1219.6634977941976,5,cc_pendulum
33,-1332.8691810791329,6,cc_pendulum
33,-1367.8651046442174,7,cc_pendulum
33,-1166.2483686055791,8,cc_pendulum
33,-1020.9799562919576,9,cc_pendulum
34,-1193.210090304182,0,cc_pendulum
34,-1212.5330399352,1,cc_pendulum
34,-1213.6659785390766,2,cc_pendulum
34,-1316.887759152119,3,cc_pendulum
34,-1208.1138799551325,4,cc_pendulum
34,-1182.1148286408625,5,cc_pendulum
34,-1242.633044491942,6,cc_pendulum
34,-1182.4357608573257,7,cc_pendulum
34,-1220.5806440033398,8,cc_pendulum
34,-1232.136279894074,9,cc_pendulum
35,-1217.7299918629112,0,cc_pendulum
35,-1125.0160757858214,1,cc_pendulum
35,-1236.743343692171,2,cc_pendulum
35,-1116.228076571117,3,cc_pendulum
35,-1197.521590333516,4,cc_pendulum
35,-1184.6680254129994,5,cc_pendulum
35,-1275.2537304496036,6,cc_pendulum
35,-1155.668123863225,7,cc_pendulum
35,-1155.116612138075,8,cc_pendulum
35,-1200.836407139751,9,cc_pendulum
36,-1224.4876360777791,0,cc_pendulum
36,-1260.6793850755112,1,cc_pendulum
36,-1204.7278006636243,2,cc_pendulum
36,-1266.2523991507203,3,cc_pendulum
36,-1224.1038963501042,4,cc_pendulum
36,-1235.378487386369,5,cc_pendulum
36,-1257.4639294737217,6,cc_pendulum
36,-1196.2615404277794,7,cc_pendulum
36,-1200.528922466061,8,cc_pendulum
36,-1203.2005637761813,9,cc_pendulum
37,-429.9865336721194,0,cc_pendulum
37,-290.8329451840609,1,cc_pendulum
37,-582.4821688409224,2,cc_pendulum
37,-994.077671716503,3,cc_pendulum
37,-357.7643380657389,4,cc_pendulum
37,-367.82176445263735,5,cc_pendulum
37,-328.7423374684279,6,cc_pendulum
37,-278.4646775764056,7,cc_pendulum
37,-371.0616890116244,8,cc_pendulum
37,-361.5143967192064,9,cc_pendulum
38,-1210.7650860298445,0,cc_pendulum
38,-1212.9379871512515,1,cc_pendulum
38,-1212.123135641682,2,cc_pendulum
38,-1063.620961782092,3,cc_pendulum
38,-1234.7797679875305,4,cc_pendulum
38,-1122.4201297819886,5,cc_pendulum
38,-1123.0538062864532,6,cc_pendulum
38,-1073.8981403561472,7,cc_pendulum
38,-1284.244323890253,8,cc_pendulum
38,-1181.914569491172,9,cc_pendulum
39,-276.2231228665143,0,cc_pendulum
39,-158.13853998997575,1,cc_pendulum
39,-162.11691193796392,2,cc_pendulum
39,-153.90060360440037,3,cc_pendulum
39,-207.77298501934803,4,cc_pendulum
39,-286.2856373667962,5,cc_pendulum
39,-254.32931236705565,6,cc_pendulum
39,-209.33213549833283,7,cc_pendulum
39,-320.03345602711977,8,cc_pendulum
39,-167.18832290003445,9,cc_pendulum
40,,0,cc_pendulum
40,,1,cc_pendulum
40,,2,cc_pendulum
40,,3,cc_pendulum
40,,4,cc_pendulum
40,,5,cc_pendulum
40,,6,cc_pendulum
40,-1237.541153489346,7,cc_pendulum
40,,8,cc_pendulum
40,,9,cc_pendulum
41,-1286.533039192765,0,cc_pendulum
41,-1188.682660287073,1,cc_pendulum
41,-1216.830888145984,2,cc_pendulum
41,-1180.3167946202404,3,cc_pendulum
41,-1242.8571599556194,4,cc_pendulum
41,-1245.727761800992,5,cc_pendulum
41,-1311.6816606958605,6,cc_pendulum
41,-1315.8622163365696,7,cc_pendulum
41,-1241.2227991481404,8,cc_pendulum
41,-1210.5202677864615,9,cc_pendulum
42,-1244.4845851213258,0,cc_pendulum
42,-1261.5998395997,1,cc_pendulum
42,-1239.5949478131042,2,cc_pendulum
42,-1253.2635491702931,3,cc_pendulum
42,-1260.0484628785043,4,cc_pendulum
42,-1200.4508695406366,5,cc_pendulum
42,-1273.2046360133882,6,cc_pendulum
42,-1248.6193800707424,7,cc_pendulum
42,-1263.1295367643688,8,cc_pendulum
42,-1276.858940722619,9,cc_pendulum
43,-1188.6471992589095,0,cc_pendulum
43,-1094.8970913026196,1,cc_pendulum
43,-1167.153511783108,2,cc_pendulum
43,-1138.325921127796,3,cc_pendulum
43,-1270.8330084171234,4,cc_pendulum
43,-1313.518047414316,5,cc_pendulum
43,-1417.9168431047492,6,cc_pendulum
43,-1265.4769084103878,7,cc_pendulum
43,-1165.0545424410298,8,cc_pendulum
43,-1245.5475960249737,9,cc_pendulum
44,-1247.051789831327,0,cc_pendulum
44,-1216.2209188117413,1,cc_pendulum
44,-1252.7701266424906,2,cc_pendulum
44,-1227.4973644162508,3,cc_pendulum
44,-1251.304210664153,4,cc_pendulum
44,-1262.5480698417043,5,cc_pendulum
44,-1312.0569938942522,6,cc_pendulum
44,-1224.636783934361,7,cc_pendulum
44,-1153.7523851600583,8,cc_pendulum
44,-1220.4499417128975,9,cc_pendulum
45,-1151.5947554267036,0,cc_pendulum
45,-1249.7512797449867,1,cc_pendulum
45,-1254.8976398832124,2,cc_pendulum
45,-1293.3029365250827,3,cc_pendulum
45,-1267.23963021627,4,cc_pendulum
45,-1244.7269179738637,5,cc_pendulum
45,-1310.9025232379515,6,cc_pendulum
45,-1217.1691370849856,7,cc_pendulum
45,-1282.0288488043257,8,cc_pendulum
45,-1214.0802543175669,9,cc_pendulum
46,-1394.6717492453515,0,cc_pendulum
46,-1426.3019401609165,1,cc_pendulum
46,-1127.7620833691658,2,cc_pendulum
46,-1378.9520330223177,3,cc_pendulum
46,-1579.6365544273929,4,cc_pendulum
46,-1403.0548152309634,5,cc_pendulum
46,-1438.4644840741205,6,cc_pendulum
46,-1117.5693307019346,7,cc_pendulum
46,-1380.6297805895988,8,cc_pendulum
46,-1360.766890628188,9,cc_pendulum
47,-1318.16356764679,0,cc_pendulum
47,-1213.1466319073836,1,cc_pendulum
47,-1346.6240392040309,2,cc_pendulum
47,-1074.0888682772795,3,cc_pendulum
47,-1222.853848536779,4,cc_pendulum
47,-1325.5809418716517,5,cc_pendulum
47,-1414.7885742105118,6,cc_pendulum
47,-1281.0711448677562,7,cc_pendulum
47,-1342.5927886147488,8,cc_pendulum
47,-1440.5887737820394,9,cc_pendulum
48,-1297.8838356505469,0,cc_pendulum
48,-1380.053269773167,1,cc_pendulum
48,-1339.1997543324485,2,cc_pendulum
48,-1369.944877432418,3,cc_pendulum
48,-1372.989846881458,4,cc_pendulum
48,-1339.9381544192915,5,cc_pendulum
48,-1299.7725020863431,6,cc_pendulum
48,-1336.182533871377,7,cc_pendulum
48,-1401.39520922086,8,cc_pendulum
48,-1358.35646165153,9,cc_pendulum
49,-1179.8331250862086,0,cc_pendulum
49,-1201.1938031012182,1,cc_pendulum
49,-1175.0110724401857,2,cc_pendulum
49,-1241.8116599485647,3,cc_pendulum
49,-1234.6585825146435,4,cc_pendulum
49,-1291.0895240803816,5,cc_pendulum
49,-1162.0200738120748,6,cc_pendulum
49,-1186.5359570445205,7,cc_pendulum
49,-1198.8392840313584,8,cc_pendulum
49,-1171.3187817537569,9,cc_pendulum
50,-640.1163250041793,0,cc_pendulum
50,-738.8931430710518,1,cc_pendulum
50,-1025.1046283158937,2,cc_pendulum
50,-889.5974193953228,3,cc_pendulum
50,-840.838312237923,4,cc_pendulum
50,-734.5860696778207,5,cc_pendulum
50,-1170.143427422728,6,cc_pendulum
50,-611.4905762536075,7,cc_pendulum
50,-1263.5758288422687,8,cc_pendulum
50,-1064.3186252018372,9,cc_pendulum
51,-692.3133200787119,0,cc_pendulum
51,-1160.032489411298,1,cc_pendulum
51,-703.4094737631269,2,cc_pendulum
51,-908.838822799276,3,cc_pendulum
51,-420.9652263589116,4,cc_pendulum
51,-978.5489559798832,5,cc_pendulum
51,-743.0877826469537,6,cc_pendulum
51,-744.0505363837622,7,cc_pendulum
51,-976.29264577744,8,cc_pendulum
51,-579.1793056848712,9,cc_pendulum
52,-266.9530670821943,0,cc_pendulum
52,-405.34040693946247,1,cc_pendulum
52,-1099.080171968871,2,cc_pendulum
52,-1138.4019736245127,3,cc_pendulum
52,-258.51173917218307,4,cc_pendulum
52,-455.335209289114,5,cc_pendulum
52,-621.6795082724351,6,cc_pendulum
52,-490.1123655375621,7,cc_pendulum
52,-401.91568476566135,8,cc_pendulum
52,-388.1684572955927,9,cc_pendulum
53,-1313.1426653779504,0,cc_pendulum
53,-1187.9790949656308,1,cc_pendulum
53,-1214.865353571507,2,cc_pendulum
53,-1297.8013658728362,3,cc_pendulum
53,-1260.9499153958234,4,cc_pendulum
53,-1260.147016441012,5,cc_pendulum
53,-1204.5373884319265,6,cc_pendulum
53,-1193.384080617347,7,cc_pendulum
53,-1180.7578110173915,8,cc_pendulum
53,-1270.4432787787252,9,cc_pendulum
54,-1255.0036038557434,0,cc_pendulum
54,-1271.2701837708337,1,cc_pendulum
54,-1298.0842455205675,2,cc_pendulum
54,-1323.3797762497236,3,cc_pendulum
54,-1208.337321890525,4,cc_pendulum
54,-1348.2018752143515,5,cc_pendulum
54,-1171.9744803404922,6,cc_pendulum
54,-1192.8902137669977,7,cc_pendulum
54,-1276.6933792936711,8,cc_pendulum
54,-1378.230259958261,9,cc_pendulum
55,-931.7500258496405,0,cc_pendulum
55,-1042.437613570417,1,cc_pendulum
55,-1028.9547511618748,2,cc_pendulum
55,-971.574616803699,3,cc_pendulum
55,-1006.949942372626,4,cc_pendulum
55,-1068.8464958029213,5,cc_pendulum
55,-986.304036988463,6,cc_pendulum
55,-1028.532612849085,7,cc_pendulum
55,-1084.7945833100175,8,cc_pendulum
55,-1091.0802019448056,9,cc_pendulum
56,-598.4661782299518,0,cc_pendulum
56,-396.9444134663621,1,cc_pendulum
56,-305.67709206769445,2,cc_pendulum
56,-1442.3363377502135,3,cc_pendulum
56,-1444.508464057788,4,cc_pendulum
56,-392.5195066889909,5,cc_pendulum
56,-980.6709728701863,6,cc_pendulum
56,-318.0886562137739,7,cc_pendulum
56,-879.1093430979038,8,cc_pendulum
56,-1236.6461295801507,9,cc_pendulum
57,-1227.727361225072,0,cc_pendulum
57,-1173.490720723939,1,cc_pendulum
57,-1322.497166978269,2,cc_pendulum
57,-1237.5752930303802,3,cc_pendulum
57,-1226.4086319142957,4,cc_pendulum
57,-1189.9765760777557,5,cc_pendulum
57,-1219.2706537337472,6,cc_pendulum
57,-1236.758781559242,7,cc_pendulum
57,-1211.385415290235,8,cc_pendulum
57,-1230.3598312811664,9,cc_pendulum
58,-1256.279754311107,0,cc_pendulum
58,-1216.7204734306224,1,cc_pendulum
58,-1195.0342679799735,2,cc_pendulum
58,-1240.4228703864555,3,cc_pendulum
58,-1202.3302287750023,4,cc_pendulum
58,-1282.585120616493,5,cc_pendulum
58,-1303.3752147055975,6,cc_pendulum
58,-1208.9491915803724,7,cc_pendulum
58,-1195.5860519939915,8,cc_pendulum
58,-1238.7434379571075,9,cc_pendulum
59,-877.0710175614907,0,cc_pendulum
59,-859.8659947757646,1,cc_pendulum
59,-1008.620231182348,2,cc_pendulum
59,-986.5076212710934,3,cc_pendulum
59,-1112.6444078032823,4,cc_pendulum
59,-975.940356801568,5,cc_pendulum
59,-1155.102702398352,6,cc_pendulum
59,-987.9560765486988,7,cc_pendulum
59,-1048.641294884918,8,cc_pendulum
59,-955.3536552995496,9,cc_pendulum
60,-1199.468705829825,0,cc_pendulum
60,-1166.3800200138212,1,cc_pendulum
60,-1247.9414798971086,2,cc_pendulum
60,-1262.499823614618,3,cc_pendulum
60,-1139.0674497258951,4,cc_pendulum
60,-1232.580378594407,5,cc_pendulum
60,-1320.933967359847,6,cc_pendulum
60,-1207.890936946118,7,cc_pendulum
60,-1194.3258239214406,8,cc_pendulum
60,-1289.3497606651954,9,cc_pendulum
61,-1179.6885141309267,0,cc_pendulum
61,-1218.377666635875,1,cc_pendulum
61,-1253.0333445981646,2,cc_pendulum
61,-1218.562372316114,3,cc_pendulum
61,-1199.065878541231,4,cc_pendulum
61,-1190.283149098174,5,cc_pendulum
61,-1233.0978846860548,6,cc_pendulum
61,-1307.9077321151271,7,cc_pendulum
61,-1222.448781497348,8,cc_pendulum
61,-1301.8297426138774,9,cc_pendulum
62,-1334.4043871173708,0,cc_pendulum
62,-1580.709396849821,1,cc_pendulum
62,-1516.2859374625516,2,cc_pendulum
62,-1372.780201189902,3,cc_pendulum
62,-1349.9560030723708,4,cc_pendulum
62,-1486.0351252330504,5,cc_pendulum
62,-1488.2272450355697,6,cc_pendulum
62,-1527.9769642559008,7,cc_pendulum
62,-1296.3831207469211,8,cc_pendulum
62,-1464.9893269073966,9,cc_pendulum
63,-1257.8981438136411,0,cc_pendulum
63,-1172.6255957634885,1,cc_pendulum
63,-1230.0590557664514,2,cc_pendulum
63,-1216.4079060817776,3,cc_pendulum
63,-1179.0582365929947,4,cc_pendulum
63,-1180.5618741594608,5,cc_pendulum
63,-1182.3305953341228,6,cc_pendulum
63,-1267.683996205822,7,cc_pendulum
63,-1245.4977710695375,8,cc_pendulum
63,-1192.1852158223933,9,cc_pendulum
64,-1193.0144307134933,0,cc_pendulum
64,-1278.8958461545458,1,cc_pendulum
64,-1184.2948549976286,2,cc_pendulum
64,-1213.0873326656963,3,cc_pendulum
64,-1260.5461822739576,4,cc_pendulum
64,-1169.99355615473,5,cc_pendulum
64,-1220.1458837438895,6,cc_pendulum
64,-1193.6644547928352,7,cc_pendulum
64,-1296.3428501474384,8,cc_pendulum
64,-1206.5228400204069,9,cc_pendulum
65,-1192.1489880036906,0,cc_pendulum
65,-1216.058302731632,1,cc_pendulum
65,-1205.7277227997124,2,cc_pendulum
65,-1233.846609792875,3,cc_pendulum
65,-1217.6676165497206,4,cc_pendulum
65,-1236.9011372703435,5,cc_pendulum
65,-1232.3408226802578,6,cc_pendulum
65,-1208.1343262359103,7,cc_pendulum
65,-1203.1320012603971,8,cc_pendulum
65,-1300.5860185671272,9,cc_pendulum
66,-1256.172329701417,0,cc_pendulum
66,-1248.0820407234864,1,cc_pendulum
66,-1236.9254302821696,2,cc_pendulum
